inv_num,pnum_str
06844235-2,6844235
06844260-1,"6967154, 6943106, 6844260"
06844262-0,6844262
06844262-2,6844262
06844597-0,6844597
06844597-2,6844597
06844597-3,"6936896, 6844597"
06844597-4,6844597
06844618-1,"6900080, 6885101, 6844618"
06844631-0,"6937047, 6844631"
06844631-2,"6937047, 6921979, 6844631"
06844631-3,6844631
06844631-5,6844631
06844738-1,"6863564, 6844738"
06844738-2,"6863564, 6844738"
06844750-2,6844750
06844760-0,6844760
06844760-1,"6977488, 6844760"
06844764-1,6844764
06844764-2,6844764
06844764-3,6844764
06844768-0,6844768
06845024-0,"6845024, 6954823"
06845132-0,"6977543, 6965268, 6845132"
06845233-0,6845233
06845432-1,6845432
06845442-0,"6981119, 6845442"
06845670-1,"6936492, 6845670"
06846095-0,6846095
06846095-1,6846095
06846217-0,6846217
06846217-1,6846217
06846217-2,6846217
06846217-3,6846217
06846217-4,6846217
06846740-1,6846740
06846751-0,6846751
06846751-1,6846751
06846986-2,6846986
06847047-2,"6943370, 6847047"
06847047-3,"6960783, 6943370, 6847047"
06847051-0,"6967364, 6946715, 6900507, 6847051"
06847060-2,6847060
06847060-3,6847060
06847080-1,6847080
06847085-1,6847085
06847085-3,6847085
06847099-1,"6885086, 6847099"
06847099-2,6847099
06847099-3,6847099
06847102-2,6847102
06847102-3,"6916682, 6858932, 6847102"
06847103-0,"6965157, 6847103"
06847218-2,6847218
06847232-1,6847232
06847244-1,6847244
06847244-2,6847244
06847257-1,6847257
06847257-3,6847257
06847260-1,"6946917, 6940337, 6847260"
06847313-0,6847313
06847558-0,"6925014, 6847558, 6848042"
06847558-1,"6925014, 6847558, 6848042"
06847593-0,"6847593, 6928039"
06847593-1,"6847593, 6928039"
06847755-2,6847755
06847789-0,6847789
06847904-0,6847904
06847919-0,6847919
06847919-1,6847919
06847929-0,6847929
06848010-1,6848010
06848012-2,"6928495, 6848012"
06848030-0,6848030
06848030-1,"6944755, 6848030"
06848030-2,6848030
06848030-3,6848030
06848042-2,"6941418, 6848042"
06848069-0,"6857101, 6848069, 6870890, 6928599"
06848099-1,6848099
06848177-1,"6908845, 6848177"
06848610-0,6848610
06848912-0,6848912
06848936-0,"6899549, 6848936"
06848970-0,"6884153, 6848970, 6962524"
06848980-2,6848980
06849334-1,6849334
06849334-10,"6919054, 6849334"
06849334-11,6849334
06849334-2,6849334
06849334-4,"6952504, 6849334"
06849487-2,6964902
06849492-1,6849492
06849509-1,6849509
06849509-4,6849509
06849518-1,"6949801, 6849518"
06849518-2,"6949801, 6849518"
06849524-0,"6958498, 6849524"
06849879-2,6946717
06849882-0,6849882
06849882-1,6849882
06849944-2,"6888255, 6849944"
06850050-1,6850050
06850075-1,6850075
06850083-0,6850083
06850083-1,6850083
06850123-2,6850123
06850144-0,"6853287, 6850144, 6896422, 6864553"
06850364-2,"6850364, 6898336"
06850427-0,6850427
06850541-0,"6937622, 6850541"
06850548-0,6850548
06850561-2,6850561
06850632-0,6850632
06850652-1,6850652
06850745-0,6850745
06850877-0,6850877
06850976-0,6850976
06850984-0,6850984
06850984-2,6850984
06850984-3,6850984
06851000-0,6851000
06851027-0,6851027
06852492-2,6852492
06852928-2,"6878875, 6867368, 6852928"
06852966-0,"6930300, 6912361, 6888123, 6852966"
06852966-4,"6912361, 6852966"
06853043-0,6853043
06853060-1,6853060
06853060-2,6853060
06853098-2,6853098
06853141-2,6900596
06853164-1,6853164
06853173-2,6853173
06853212-0,6853212
06853212-1,"6981190, 6853212"
06853252-0,6853252
06853254-0,"6954110, 6853254, 6870432"
06853446-1,6853446
06853446-2,6853446
06853474-0,"6884729, 6853474"
06853565-0,6853565
06853620-1,6853620
06853715-0,6853715
06853720-0,6853720
06853759-2,6853759
06854001-0,"6854001, 6938060"
06854001-1,"6854001, 6938060"
06854007-0,6854007
06854033-0,"6950903, 6854033"
06854045-0,6854045
06854045-2,6854045
06854079-0,"6917228, 6854079"
06854122-0,6854122
06854633-1,"6926191, 6854633"
06854637-1,"6885093, 6854637"
06855031-1,6855031
06855235-2,6855235
06855235-3,6855235
06855463-0,6855463
06855463-1,6855463
06855572-5,"6949407, 6855572"
06855585-1,6855585
06855585-2,"6919984, 6855585"
06855594-0,6855594
06855639-4,6855639
06856000-1,"6856000, 6894318"
06856000-2,6856000
06856004-0,6856004
06856004-2,6856004
06856014-2,6856014
06856046-0,6856046
06856117-1,6856117
06856129-1,6856129
06856150-1,"6856150, 6972578"
06856155-5,6856155
06856169-0,"6963232, 6856169, 6879195"
06856171-0,"6952115, 6903574, 6856171, 6975137, 6870395"
06856181-0,6856181
06856188-2,"6958723, 6856188"
06856446-0,"6870660, 6856446"
06856517-0,6856517
06856517-1,6856517
06856517-2,6856517
06856528-0,6856528
06856618-1,"6920216, 6901068, 6876633, 6856618"
06856719-0,6856719
06856719-1,"6937809, 6856719"
06856730-2,"6859584, 6856730"
06856730-3,6856730
06856732-4,6856732
06857012-0,"6970939, 6857012"
06857012-1,6857012
06857035-1,"6857035, 6976239"
06857060-0,6857060
06857062-0,6857062
06857088-1,6857088
06857941-2,6857941
06858361-1,"6960416, 6924088"
06858475-0,6858475
06858483-5,"6972225, 6953719, 6858483"
06858542-1,6858542
06858547-1,6858547
06858547-2,6858547
06859064-0,"6870404, 6859064"
06859066-2,"6924659, 6967500, 6943582, 6859066, 6943583"
06859098-0,"6859098, 6903619"
06859115-1,6859115
06859154-0,"6930621, 6911922, 6859154"
06859199-0,6859199
06859230-0,6859230
06859378-0,"6924994, 6859378"
06859858-0,6859858
06860642-1,6860642
06860798-0,"6893332, 6860798"
06861303-1,6861303
06861332-0,"6919637, 6903461, 6867125, 6861332"
06861608-1,6861608
06861660-3,6861660
06861721-0,6861721
06861826-0,6861826
06861834-2,"6861834, 6972556"
06861871-1,"6864713, 6861871"
06862160-1,6862160
06862184-0,6862184
06862208-0,6862208
06862265-0,6862265
06862302-0,"6967320, 6947455, 6862302"
06862302-5,6862302
06862333-0,6862333
06862333-1,6862333
06862333-2,6862333
06862341-1,6862341
06862353-3,6862353
06862398-1,"6870627, 6862398"
06862398-2,"6870627, 6862398"
06862440-0,"6862440, 6922445"
06862491-2,6862491
06862546-0,6862546
06862546-2,6862546
06862658-1,6862658
06862665-0,6862665
06862705-0,6862705
06862705-1,6862705
06862705-2,6862705
06862714-1,6862714
06862724-0,6862724
06862724-1,6862724
06862724-2,6862724
06862724-3,6862724
06863444-7,6863444
06863444-9,6863444
06863548-1,6863548
06864105-4,6864105
06864105-5,"6911835, 6864105"
06864108-1,"6900127, 6864108"
06864144-2,6864144
06864192-0,6864192
06864192-1,6864192
06864192-3,6864192
06864414-1,6864414
06864414-2,6864414
06864458-0,6864458
06864565-0,6864565
06864702-2,6864702
06864709-0,"6980031, 6864709"
06864726-1,6864726
06864738-2,"6909318, 6864738"
06864751-1,6864751
06864751-2,6864751
06864758-0,6864758
06864758-1,6864758
06864817-2,"6937089, 6864817"
06864818-0,"6864818, 6930624, 6940436"
06864887-0,"6867773, 6864887"
06865075-0,6865075
06865135-0,"6980480, 6931479, 6914852, 6865135"
06865215-1,"6937101, 6873211"
06865230-1,6865230
06865504-0,6865504
06865504-2,6865504
06865591-0,6865591
06865591-1,6865591
06865591-2,6865591
06865591-3,6865591
06865622-1,6865622
06865626-0,"6865626, 6947999"
06865638-0,6865638
06865653-1,6865653
06865653-2,6865653
06865660-0,6865660
06865694-0,6865694
06865694-1,6865694
06865694-2,6865694
06866153-3,6866153
06866416-1,6866416
06866470-2,6866470
06866974-0,6866974
06866986-2,6866986
06867071-2,6867071
06867072-0,"6905910, 6867072"
06867072-2,6867072
06867078-0,6867078
06867100-3,6867100
06867104-1,6867104
06867124-0,"6892927, 6867124"
06867126-1,"6930061, 6869896"
06867422-1,6867422
06867491-0,6867491
06867499-0,6867499
06867503-0,6867503
06867613-0,6867613
06867627-0,6867627
06867668-0,6867668
06867668-1,6867668
06867715-0,6867715
06867856-0,6867856
06867964-0,6867964
06867978-0,6867978
06867978-5,6867978
06868019-0,"6918072, 6868019"
06868071-0,6868071
06868071-2,6868071
06868229-0,6868229
06868298-0,6868298
06868298-1,6868298
06868469-2,6868469
06868469-3,6868469
06868507-3,6868507
06868518-0,"6968480, 6961390, 6915464"
06868527-0,6868527
06868527-1,6868527
06868534-0,6868534
06868856-5,6868856
06868856-6,6868856
06868898-0,6868898
06869011-0,6869011
06869831-2,"6917098, 6977429, 6869831"
06869857-0,6977217
06869862-3,"6869862, 6917093"
06869862-4,6869862
06869889-5,"6893927, 6974764, 6887800, 6869889"
06869889-6,6869889
06869892-1,6869892
06869892-3,6869892
06869896-3,"6930061, 6869896"
06870179-1,"6949482, 6870179"
06870179-3,6870179
06870243-1,6870243
06870246-2,6870246
06870258-0,"6870258, 6936501"
06870270-3,6870270
06870273-0,6870273
06870395-7,"6975137, 6870395"
06870419-1,"6975160, 6975159, 6870419, 6963956"
06870424-1,"6970043, 6870424"
06870533-0,6870533
06870533-1,6870533
06870542-0,"6967663, 6870542"
06870542-3,6870542
06870831-0,"6876650, 6870831"
06870831-1,6870831
06870890-3,6870890
06870919-0,6870919
06871059-0,6871059
06871059-1,6871059
06871328-0,6871328
06871328-1,6871328
06871394-0,6871394
06871394-1,6871394
06872132-1,"6958001, 6939211, 6884144, 6872132"
06872468-0,6974776
06872505-0,6872505
06872582-1,6872582
06872609-3,"6872609, 6962849"
06872655-0,6872655
06872665-3,6872665
06872668-3,6872668
06873017-2,6873017
06873177-1,"6968478, 6873177"
06873211-2,6873211
06874005-0,"6874005, 6922710"
06874005-1,"6874005, 6956560"
06874025-0,6874025
06874025-1,6874025
06874039-3,6874039
06874039-5,6874039
06874081-1,"6907443, 6874081"
06874702-0,6874702
06875271-1,"6875271, 6905737"
06875637-0,"6894374, 6875637, 6965162"
06875927-2,6875927
06876021-6,6876021
06876053-3,6876053
06876053-4,6876053
06876068-2,6876068
06876068-3,6876068
06876068-4,6876068
06876218-0,6876218
06876223-0,6876223
06876262-1,"6917311, 6876262"
06876263-0,"6911871, 6876263"
06876442-0,6876442
06876442-5,6876442
06876553-2,"6887741, 6876553"
06876594-3,6876594
06876594-4,6876594
06876650-3,6876650
06876650-4,6876650
06876653-2,"6934787, 6876653"
06876656-0,6876656
06876656-1,6876656
06876717-0,6876717
06876750-2,6876750
06876940-0,6876940
06877040-0,6877040
06877040-5,6877040
06877049-0,6877049
06877051-0,"6901580, 6877051"
06877051-1,"6901580, 6877051"
06877051-2,6877051
06877051-3,"6901580, 6877051"
06877085-3,6877085
06877086-5,"6981129, 6877086"
06877123-1,6877123
06877140-0,6877140
06877147-1,6877147
06877150-6,6877150
06877650-1,6877650
06877650-2,6877650
06877899-0,6877899
06877998-2,"6885544, 6877998"
06877998-3,"6885544, 6877998"
06878214-1,6878214
06878565-0,6878565
06878567-1,6878567
06878626-1,"6936918, 6878626, 6964894, 6956274"
06878626-2,"6878626, 6956274"
06878644-4,6878644
06878946-5,6878946
06878999-3,6878999
06879019-0,"6879019, 6974984"
06879019-1,6879019
06879028-1,6879028
06879039-1,6879039
06879131-0,6879131
06879131-1,6879131
06879186-0,6879186
06879195-0,6879195
06879195-3,6879195
06879274-1,6879274
06879277-0,"6914550, 6879277"
06879587-1,"6975628, 6879587"
06879596-0,6879596
06879598-0,6879598
06879598-1,6879598
06879648-0,"6879648, 6898254"
06879992-0,6879992
06880005-1,6880005
06880005-2,6880005
06880069-2,6880069
06880070-1,6880070
06880076-1,6880076
06880077-0,"6907521, 6880077"
06880134-0,6880134
06880154-3,6880154
06880154-4,6880154
06880154-5,6880154
06880452-0,6880452
06880452-3,6880452
06880452-4,6880452
06881100-2,6881100
06881264-2,6895294
06881351-4,6881351
06881351-7,"6943038, 6881351"
06881610-0,"6911672, 6881610"
06881681-2,"6924184, 6881681, 6891229"
06881983-3,6881983
06881993-1,6881993
06882042-2,6882042
06882042-3,6882042
06882187-0,6963992
06882208-0,6882208
06882208-2,6882208
06882416-1,6882416
06882555-2,6882555
06882634-0,6882634
06882662-1,6882662
06882716-1,6882716
06882745-1,6882745
06882762-1,"6916183, 6882762"
06882762-2,"6916183, 6882762"
06882769-0,"6925221, 6882769"
06882848-0,6882848
06882848-1,6882848
06882848-2,6882848
06883019-0,6883019
06883086-0,6883086
06883089-1,6883089
06883089-2,"6883089, 6928645"
06883127-0,"6956420, 6883127, 6892157, 6891421"
06883127-1,"6883127, 6892157"
06883147-0,"6911840, 6883147"
06883147-1,"6911840, 6907584, 6883147"
06883147-2,"6907584, 6883147"
06883153-0,"6887131, 6883153, 6908370"
06883153-1,"6883153, 6908370, 6887131"
06883159-1,6883159
06883167-1,"6928641, 6883167"
06883167-2,6883167
06884097-0,"6908323, 6893293, 6884097, 6940723, 6955482"
06884156-0,"6960120, 6935931, 6913517, 6899598, 6884156"
06884464-6,6884464
06884639-0,6902440
06884685-0,6884685
06884727-0,6884727
06884729-0,"6953532, 6884729"
06884729-2,6884729
06885074-9,"6943038, 6885074"
06885093-0,6885093
06885093-1,6885093
06885108-0,6885108
06885147-3,6885147
06885227-2,6885227
06885227-3,6885227
06885280-0,6885280
06885328-0,6885328
06885329-1,"6924759, 6885329"
06885378-2,6885378
06885604-0,"6885604, 6903598"
06885637-0,6980541
06885797-3,"6887801, 6885797"
06885797-4,6885797
06885873-2,6885873
06885977-0,6885977
06886140-0,6886140
06886954-0,"6898217, 6886954"
06887109-1,6887109
06887138-0,"6905392, 6887138"
06887138-2,6887138
06887317-3,6887317
06887317-4,6887317
06887786-1,"6887786, 6911124"
06888104-2,"6897131, 6888104"
06888104-6,6888104
06888123-1,6888123
06888242-1,6888242
06888242-2,6888242
06888381-1,6888381
06888394-0,6888394
06888405-0,"6958648, 6888405"
06888410-0,6888410
06888480-2,6888480
06888551-1,6888551
06888562-0,6888562
06888639-0,6888639
06888777-1,6888777
06888826-1,6888826
06889036-0,6889036
06889156-0,6889156
06889159-0,6889159
06889159-1,6889159
06889159-2,6889159
06889188-0,6889188
06889188-1,6889188
06889225-2,"6928430, 6917934, 6889225"
06889266-0,6889266
06889267-3,6889267
06889311-0,6889311
06889312-2,"6934903, 6889312"
06889362-0,6889362
06889362-1,6889362
06889362-2,6889362
06889368-2,6889368
06889369-0,6889369
06889369-1,6889369
06889369-2,6889369
06889427-0,6889427
06889427-1,6889427
06890790-2,6890790
06890813-1,"6974984, 6900063, 6890813"
06890850-4,6890850
06890860-0,6890860
06891229-0,6891229
06891229-1,6891229
06891257-0,6891257
06891257-1,6891257
06891257-3,6891257
06891258-0,"6961231, 6891258, 6963218"
06891258-2,"6961231, 6891258"
06891362-0,6891362
06891362-1,6891362
06891384-1,6891384
06891400-2,6891400
06891412-0,6891412
06891412-1,"6925295, 6891412"
06891417-0,6891417
06891417-1,6891417
06891417-2,6891417
06891417-3,6891417
06891417-5,6891417
06891417-6,6891417
06891425-0,6891425
06891439-2,6891439
06891442-0,6891442
06891442-2,6891442
06891486-1,6891486
06891486-2,"6977605, 6891486, 6906563"
06891549-0,6891549
06891592-0,6891592
06891657-1,6891657
06891845-0,6891845
06891845-1,6891845
06891846-3,6891846
06891857-2,6891857
06891881-2,"6898204, 6891881"
06891889-1,6891889
06891935-0,6891935
06891955-0,6891955
06891955-1,6891955
06891968-0,6891968
06891976-0,6891976
06891976-1,6891976
06892010-0,6892010
06892010-1,6892010
06892010-2,6892010
06892010-3,6892010
06892149-0,6892149
06892151-1,6892151
06892224-0,6892224
06892266-6,"6920572, 6892266"
06892284-0,"6944728, 6892284"
06892284-1,"6944728, 6892284"
06892284-2,"6944728, 6892284"
06892324-1,"6912576, 6892324"
06892324-2,6892324
06892324-3,6892324
06892324-4,"6912576, 6892324"
06892337-1,"6892337, 6918057"
06892339-3,6892339
06892339-4,6892339
06892575-1,6892575
06893976-1,6893976
06894308-1,6894308
06894318-0,"6894318, 6972470"
06894383-0,"6894383, 6924717"
06894383-1,"6924717, 6894383"
06894383-2,"6894383, 6924717"
06894385-0,6894385
06894386-8,6894386
06894390-3,6894390
06894399-1,6894399
06894435-0,6894435
06894435-1,"6894435, 6932873"
06894435-2,6894435
06894476-1,6894476
06894503-0,6894503
06894503-1,"6980144, 6967608, 6894503"
06894503-2,6894503
06894527-0,"6948147, 6894527"
06894529-2,6894529
06894529-4,"6967501, 6894529"
06894530-2,6894530
06894531-1,6894531
06894531-2,6894531
06894540-0,"6894540, 6954100"
06894540-1,"6894540, 6954100"
06894542-3,6894542
06894544-0,6894544
06894565-0,"6897730, 6894565"
06894585-0,6894585
06894585-1,6894585
06894627-0,"6958722, 6894627"
06894627-2,6894627
06894683-2,6894683
06894765-0,6894765
06894853-0,6894853
06894853-3,6894853
06894853-4,6894853
06894853-8,6894853
06894853-9,6894853
06894908-0,6894908
06895002-0,6895002
06895002-2,6895002
06895147-0,6895147
06895157-0,"6895157, 6934455"
06895157-1,6895157
06895157-2,6895157
06895419-4,6895419
06895459-2,6895459
06895486-0,"6928531, 6970969, 6968439, 6938140, 6895486"
06895486-1,"6938140, 6895486"
06895486-2,6895486
06895493-1,6895493
06895530-1,6895530
06896588-1,6896588
06896591-0,6896591
06896729-0,6896729
06896929-3,6896929
06897082-2,6897082
06897114-2,"6897114, 6969676"
06897131-5,6897131
06897131-6,6897131
06897155-4,6897155
06897155-6,6897155
06897476-1,6897476
06897543-2,6897543
06897543-3,"6940307, 6933869, 6897543"
06897550-0,6897550
06897550-1,6897550
06897550-2,6897550
06897565-0,"6913949, 6897565, 6977440"
06897643-0,6897643
06897664-10,6897664
06897664-11,6897664
06897664-2,6897664
06897664-8,6897664
06897664-9,6897664
06897666-0,6897666
06897666-2,6897666
06897690-2,6897690
06897694-0,"6973337, 6897694"
06897701-2,"6922470, 6897701"
06897713-2,6897713
06897717-0,6897717
06897731-0,6897731
06897991-1,6897991
06897991-2,6897991
06898068-3,"6924208, 6898068"
06898185-1,6898185
06898217-1,6898217
06898253-0,6898253
06898304-1,6898304
06898347-0,6898347
06898347-1,"6950581, 6898347"
06898418-0,6898418
06898470-1,6898470
06898561-0,6898561
06898561-1,6898561
06898632-0,6898632
06898632-1,6898632
06898632-2,6898632
06898632-3,6898632
06898651-0,"6944796, 6922741, 6918062, 6898651"
06898682-0,6898682
06898694-1,"6898694, 6931559"
06898697-0,6898697
06898703-1,"6898703, 6971004, 6966039"
06898766-2,6898766
06898849-0,6898849
06899765-1,6899765
06899765-2,6899765
06899765-3,6899765
06899799-1,6899799
06899801-1,6899801
06900065-0,6900065
06900111-1,6900111
06900123-2,6900123
06900135-2,6900135
06900221-3,6900221
06900221-4,6900221
06900221-6,6900221
06900221-7,6900221
06900221-8,6900221
06900531-0,6900531
06900596-4,6900596
06900600-0,"6919694, 6900600"
06900600-2,6900600
06900771-0,6900771
06900810-1,"6940515, 6900810"
06900910-0,6900910
06900991-6,6900991
06900992-0,6900992
06901118-1,6901118
06901201-2,6901201
06901354-1,6901354
06901386-1,6901386
06901386-2,6901386
06901534-0,"6901534, 6907377"
06901545-0,6912170
06901572-0,6901572
06901572-1,6901572
06901580-2,6901580
06902440-1,6902440
06902470-0,6902470
06902627-0,6902627
06902973-1,6902973
06903004-0,6903004
06903004-1,"6979627, 6903004"
06903270-0,6903270
06903270-1,6903270
06903349-1,6903349
06903349-3,6903349
06903407-0,"6903407, 6939770"
06903425-1,6903425
06903446-1,6903446
06903446-4,6903446
06903449-0,6903449
06903598-5,6903598
06903602-0,6903602
06903619-0,6903619
06903619-1,6903619
06903619-4,6903619
06903669-0,"6950794, 6903669"
06903672-0,6903672
06904058-1,6904058
06904058-2,6904058
06904088-0,"6967965, 6904088"
06904088-2,6904088
06904144-0,6904144
06904194-0,6904194
06904194-1,6904194
06904194-2,6904194
06904194-3,6904194
06904373-1,6904373
06904375-0,6904375
06904375-1,6904375
06904480-3,6904480
06904482-0,6904482
06904482-1,6904482
06904527-1,6904527
06904579-0,6904579
06904579-1,6904579
06904579-2,6904579
06904579-3,6904579
06904597-0,6904597
06904671-0,6904671
06904671-1,6904671
06905260-10,6905260
06905260-7,6905260
06905392-1,6905392
06905392-2,6905392
06905399-0,6905399
06905541-6,"6955211, 6916398, 6905541"
06905910-2,6905910
06905939-1,"6905939, 6905940"
06905943-2,"6930018, 6905943, 6921721"
06905968-3,6905968
06906381-2,6906381
06906381-3,6906381
06906381-4,6906381
06906421-2,6906421
06906563-0,6906563
06906563-2,6906563
06906563-3,6906563
06906582-1,6906582
06906657-0,6906657
06906658-1,6906658
06906714-1,"6919889, 6906714"
06906745-3,6906745
06906852-0,6906852
06906900-3,6906900
06906938-0,6906938
06906961-0,6906961
06906980-0,6906980
06906980-1,6906980
06906980-3,6906980
06907147-2,6907147
06907235-0,6907235
06907305-0,"6907305, 6968248"
06907379-0,6907379
06907453-0,6907453
