collab2,pnum
6,6346466
1,6409878
3,6346426
0,6345371
2,6345328
4,6345345
1,6345720
0,6345211
0,6345210
1,6344994
6,6344691
0,6345209
0,6417041
1,6410349
1,6344684
3,6344737
2,6344410
1,6344397
1,6344161
0,6343033
17,6342438
4,6344396
0,6342432
0,6344393
1,6408379
4,6342423
9,6342414
0,6342400
0,6341963
5,6342415
0,6342410
1,6341361
3,6340898
4,6340633
0,6340603
1,6408423
0,6340417
1,6340395
2,6339958
9,6368961
1,6408364
0,6407567
1,6407960
6,6407558
4,6407428
11,6407009
1,6406996
2,6417030
1,6406960
0,6406986
0,6406951
2,6406993
2,6406964
0,6406950
0,6405334
1,6405305
2,6405303
0,6403981
1,6417014
1,6405144
2,6405096
1,6404649
0,6404771
9,6403979
6,6403905
1,6403500
1,6403492
5,6403474
0,6403466
2,6415360
15,6403456
18,6403445
0,6403434
1,6403433
5,6403420
10,6403388
1,6403385
3,6402909
0,6401180
4,6403151
1,6416933
1,6401154
2,6401156
1,6401147
1,6401142
3,6401008
1,6400638
6,6400633
7,6400624
3,6400608
0,6400164
10,6417090
3,6981132
0,6981054
2,6981119
0,6980520
1,6980473
17,6980300
5,6979903
2,6979837
36,6979878
0,6979784
2,6979642
1,6978189
0,6958264
1,6958247
1,6957997
1,6957413
0,6957322
4,6957319
0,6957308
10,6957297
4,6957270
4,6957269
0,6978289
3,6956768
7,6956385
17,6955997
10,6957120
1,6955969
2,6955939
1,6955931
0,6955928
1,6954883
3,6954879
1,6977717
30,6954678
2,6954427
1,6953755
1,6953752
1,6953697
0,6952751
1,6952748
0,6952414
9,6952052
3,6951816
4,6977389
1,6951220
0,6950926
1,6950925
0,6950886
3,6950438
6,6950434
1,6950366
1,6950344
1,6950176
1,6949436
1,6976204
1,6949399
0,6948011
1,6947805
1,6947804
30,6947803
0,6947530
3,6947438
8,6947437
1,6946411
1,6944744
0,6976182
2,6944725
0,6944174
1,6943569
0,6943401
2,6943370
1,6943096
1,6943088
1,6943087
0,6943067
1,6941529
1,6976153
4,6940854
4,6940918
2,6939793
9,6939803
1,6939770
1,6939766
8,6938094
1,6938062
1,6937849
8,6937914
1,6976147
1,6937847
2,6937571
2,6937518
7,6936925
18,6936882
3,6936545
5,6936516
0,6936514
1,6936506
1,6936501
1,6976122
1,6936480
1,6936383
1,6934903
1,6934261
1,6934190
6,6934032
0,6934260
1,6933620
3,6933579
1,6933558
0,6975152
0,6933554
1,6933219
5,6931618
5,6933158
2,6929992
0,6929963
1,6929536
3,6928586
0,6928528
1,6927161
1,6979625
2,6975554
2,6927145
1,6927162
1,6927129
1,6927113
1,6925347
5,6927080
1,6925089
1,6925085
0,6925077
0,6924810
3,6975014
0,6924682
8,6925055
5,6924561
1,6924220
3,6924216
3,6924182
44,6924157
1,6922738
9,6922595
5,6921963
1,6974995
7,6921709
1,6921704
0,6919636
0,6919250
0,6918016
21,6917849
5,6919236
1,6919247
8,6917623
0,6917068
3,6974983
1,6917011
1,6916716
2,6915371
0,6916696
30,6915177
0,6915356
1,6914892
3,6914277
0,6913959
3,6913958
0,6974767
2,6912604
3,6912611
11,6912438
2,6912437
1,6912436
0,6912199
1,6911704
6,6911707
9,6911697
1,6911404
1,6974652
1,6909760
0,6909725
0,6909293
3,6908816
1,6907379
1,6907438
1,6907369
1,6907308
2,6907305
0,6907066
1,6974530
1,6906959
1,6906777
1,6905971
23,6905950
1,6905924
7,6905923
1,6905895
1,6904545
3,6904329
7,6904043
0,6973563
0,6903407
9,6903007
5,6902991
2,6902977
11,6902966
3,6902870
2,6902851
0,6901505
8,6901340
0,6901050
2,6973566
1,6901010
3,6900488
5,6900143
1,6900139
1,6900124
1,6900121
1,6900111
1,6900085
4,6900002
4,6898124
3,6973562
1,6898697
1,6897664
19,6897533
1,6897518
5,6897527
1,6897476
2,6897144
0,6897122
1,6897114
1,6897110
1,6979619
0,6973543
30,6897075
3,6895520
5,6895295
3,6895015
0,6894999
5,6894932
1,6894925
38,6894518
2,6894473
1,6894390
2,6973469
5,6894355
18,6894337
1,6893967
1,6893956
12,6893955
38,6893930
4,6893910
4,6893929
2,6893895
0,6892332
0,6973085
0,6892174
4,6891843
3,6891752
0,6891731
38,6891390
1,6891439
0,6890773
33,6889763
1,6889369
1,6889334
0,6973043
1,6889332
1,6889312
5,6889308
0,6889262
8,6888843
0,6888763
0,6888198
4,6888157
10,6885666
4,6885673
1,6973003
1,6885590
6,6885250
18,6884999
2,6884735
1,6884733
5,6884702
9,6884638
3,6883045
2,6882976
1,6881665
6,6972853
7,6881641
1,6881616
5,6881594
1,6879871
0,6880068
68,6879406
23,6879051
2,6879172
5,6878961
6,6878592
4,6972576
1,6878622
1,6878589
68,6878560
1,6878559
0,6877084
18,6876042
5,6876037
3,6875694
1,6875676
15,6875668
1,6972478
1,6875664
0,6875622
1,6875560
0,6873932
1,6873184
8,6873540
6,6873030
2,6873051
0,6872663
2,6872647
14,6972254
4,6872644
7,6872643
2,6872609
0,6872583
9,6872497
1,6872613
4,6871113
2,6871112
0,6870258
4,6870379
1,6972255
2,6870183
1,6869878
1,6869734
15,6869888
5,6868512
0,6868353
0,6868485
5,6868014
1,6867856
1,6867610
0,6978438
34,6972201
0,6867613
18,6867428
1,6867130
4,6867119
0,6867101
1,6867097
11,6867080
1,6867063
7,6867056
1,6866416
0,6970978
2,6865652
3,6865618
10,6864972
1,6864556
1,6864516
8,6864522
1,6864163
1,6864164
0,6864184
4,6864107
1,6970806
6,6864106
9,6864024
0,6862647
9,6862641
1,6862630
1,6862265
4,6862315
5,6862221
1,6861696
4,6861350
4,6970687
3,6861349
1,6861325
2,6861307
0,6859825
9,6859748
0,6859746
1,6859115
0,6858511
9,6858496
1,6858503
1,6970758
8,6858481
2,6858450
2,6857033
1,6856946
4,6856849
2,6856160
2,6855989
2,6855982
8,6855977
1,6855627
8,6970757
3,6855607
1,6855608
7,6855583
9,6855582
0,6854050
5,6854039
3,6853645
32,6853020
3,6852990
0,6852984
7,6970368
4,6852594
21,6852600
4,6852586
4,6852576
6,6852455
0,6850811
1,6850561
1,6850322
0,6850427
10,6850081
1,6969678
2,6849925
3,6849530
0,6849527
2,6849516
1,6849469
13,6846749
2,6847047
3,6846708
4,6846684
2,6845456
1,6969676
1,6845442
0,6845402
4,6845280
31,6845345
3,6844928
0,6844831
3,6844608
30,6844206
0,6844573
2,6842803
14,6969672
1,6842662
3,6842661
0,6842481
8,6842423
1,6842048
2,6841841
2,6841832
9,6841473
1,6841468
12,6841449
2,6978318
1,6969654
0,6841056
2,6839784
2,6839713
1,6839654
4,6839601
2,6839351
1,6838869
0,6838758
8,6838720
1,6838363
0,6968460
2,6838010
0,6836813
0,6836691
0,6836546
1,6836432
2,6836398
2,6836017
2,6835662
37,6835656
6,6835655
0,6968446
4,6835618
0,6834319
0,6834314
1,6834313
1,6834213
0,6834158
4,6834211
1,6834012
0,6833764
1,6833718
1,6968444
2,6833716
3,6833625
1,6833588
0,6833587
1,6833307
1,6833297
4,6832327
9,6832317
1,6832232
1,6832310
0,6968427
5,6831555
2,6831451
1,6831003
4,6830998
1,6830987
1,6830941
0,6830389
1,6830850
1,6829040
18,6829380
1,6968252
1,6828809
2,6828666
6,6828623
1,6828607
1,6828259
3,6828240
1,6828199
1,6828162
0,6826704
1,6826439
3,6968417
1,6826437
2,6825684
4,6825526
11,6825115
4,6825114
1,6825083
5,6825060
3,6824446
0,6824937
0,6823435
2,6968248
5,6823433
9,6823451
1,6823427
2,6823403
30,6823231
1,6823087
0,6822968
1,6822909
2,6822473
1,6822437
5,6968303
3,6822430
3,6822260
6,6822259
2,6821887
4,6821883
1,6821859
3,6821853
1,6821840
1,6821796
13,6821792
2,6967967
3,6821713
1,6820247
0,6820151
4,6819963
0,6819760
0,6819612
33,6819427
0,6818561
1,6818557
9,6818462
0,6977718
1,6967873
44,6818360
6,6818358
1,6818141
0,6816935
0,6816889
0,6816498
11,6816488
1,6816465
2,6815965
0,6816252
4,6968016
1,6967659
0,6967363
18,6967175
2,6967160
1,6967158
1,6967068
1,6966016
9,6965143
0,6978329
2,6964875
1,6964874
0,6963948
3,6963946
1,6963602
1,6963590
1,6963571
2,6963567
2,6963566
2,6963565
1,6978412
0,6963562
9,6963536
4,6963506
1,6963108
3,6963104
1,6962857
1,6962849
2,6961344
1,6961636
0,6961313
0,6978187
2,6961267
1,6960802
3,6960783
1,6960774
1,6960092
1,6959224
1,6958987
1,6958512
1,6958272
1,6958271
1,6979635
3,6815340
1,6813752
0,6798067
0,6798068
2,6798028
1,6798002
1,6797967
1,6797652
2,6797650
6,6797614
7,6797602
2,6798275
2,6813729
3,6797572
1,6797565
2,6797552
6,6797438
0,6796517
2,6795927
0,6795882
2,6795342
0,6795193
1,6794764
3,6813673
0,6794620
1,6794299
2,6794298
1,6794279
1,6794256
1,6793765
8,6792389
0,6791697
2,6791554
1,6791157
14,6813574
1,6791081
9,6790790
3,6790782
0,6790755
6,6790750
0,6790752
1,6790686
1,6790683
1,6790680
2,6790570
11,6813266
2,6790376
12,6789144
0,6789052
30,6788988
1,6788583
1,6788511
1,6787864
1,6787854
4,6787852
8,6787840
0,6812730
3,6787464
3,6787476
1,6787458
2,6787439
4,6787436
0,6787424
0,6787423
3,6787406
0,6787402
1,6787376
1,6812550
7,6785856
1,6785849
1,6785790
3,6785758
8,6785586
5,6785009
1,6784992
1,6784729
4,6784682
1,6784668
1,6812521
9,6784506
44,6784446
2,6784095
1,6784061
0,6784073
13,6784001
7,6783591
1,6782486
3,6782302
0,6782058
1,6812570
0,6781989
2,6781885
3,6781868
0,6781429
6,6781417
11,6780789
1,6780776
1,6780708
5,6780686
2,6780664
3,6812514
1,6778876
0,6778549
0,6778547
1,6778873
3,6778442
0,6778413
1,6778437
38,6778268
2,6777708
4,6777957
8,6815292
3,6812506
1,6777281
0,6777275
0,6776334
1,6775749
10,6775290
0,6775283
1,6775200
2,6775187
5,6774998
1,6774989
2,6812159
4,6774436
1,6774432
1,6774395
1,6774365
1,6774053
4,6774030
1,6773990
2,6773998
1,6773988
1,6773978
2,6812119
1,6773954
0,6773939
1,6773931
1,6772381
0,6772361
1,6772356
2,6772034
1,6771750
4,6771654
0,6771611
3,6812077
1,6771545
1,6771543
23,6771374
3,6771356
3,6771093
0,6771089
1,6771087
1,6770938
2,6770905
1,6770847
11,6812106
1,6770559
7,6770552
1,6770523
1,6770512
3,6770495
6,6770184
3,6769055
0,6768742
15,6768683
1,6768679
3,6812076
6,6768677
2,6768673
5,6768323
0,6768222
1,6768204
3,6768198
1,6768160
8,6768157
1,6767835
3,6767827
2,6812074
1,6767794
1,6767791
0,6767693
0,6767680
1,6766498
0,6766347
5,6766285
4,6766265
1,6766258
0,6766222
0,6812049
7,6766215
2,6766214
1,6765827
1,6765303
0,6765282
1,6765254
3,6765227
2,6764966
0,6764951
1,6764949
0,6811956
2,6764947
0,6764946
7,6764929
1,6764920
2,6764917
9,6764912
1,6764908
11,6764904
2,6764898
38,6764884
0,6811932
14,6764868
1,6764808
0,6763415
8,6763278
5,6763277
1,6762613
2,6762597
5,6762483
0,6762463
2,6762454
6,6815297
1,6812115
4,6762448
33,6762133
4,6761812
1,6760855
0,6760852
0,6760792
3,6760838
0,6760791
2,6760392
4,6760341
1,6811671
4,6760338
0,6760277
0,6759346
30,6759308
9,6759295
2,6759179
5,6758612
1,6757793
1,6757855
0,6757771
18,6811448
1,6757755
0,6757742
0,6757579
9,6756806
4,6756672
3,6756643
1,6756600
7,6756306
7,6756303
1,6756300
3,6810476
0,6756297
0,6756277
5,6756276
1,6756255
30,6756243
0,6754837
0,6754779
1,6754593
2,6754553
4,6754109
1,6810296
1,6754106
1,6754105
4,6753570
2,6753261
5,6753266
2,6753247
3,6752899
2,6752697
6,6751737
13,6751518
3,6809955
1,6751146
1,6751294
1,6750544
1,6750157
2,6750127
1,6750103
4,6750066
6,6749971
6,6749970
0,6748545
30,6809793
0,6748442
1,6747973
0,6748039
2,6747900
1,6747519
2,6747333
1,6746973
1,6746971
2,6746958
11,6746944
1,6809402
1,6746927
0,6746926
17,6746882
38,6746822
1,6746616
2,6745246
30,6746308
1,6745272
13,6745086
0,6744783
3,6809043
1,6744776
9,6744675
1,6744674
7,6744668
1,6744666
1,6744105
2,6744101
11,6743689
26,6743688
3,6743685
0,6809016
0,6743687
0,6743680
1,6743677
0,6743666
0,6743310
0,6742168
1,6742075
0,6742048
2,6742010
9,6741594
8,6815286
5,6809032
4,6741589
30,6741445
2,6741258
0,6740926
1,6740605
0,6738792
14,6740566
1,6740534
1,6738731
2,6738522
3,6808996
0,6737876
1,6737703
1,6737701
2,6737337
5,6737332
9,6737222
30,6737208
0,6735664
1,6735649
5,6735124
1,6808988
2,6735123
1,6735114
1,6734559
0,6734527
1,6734088
2,6734080
4,6734028
2,6732266
0,6732308
3,6732258
1,6808970
7,6732184
30,6732007
1,6731601
4,6731596
1,6731542
1,6731536
9,6731130
17,6731006
7,6730587
0,6728913
1,6808948
1,6730576
0,6728841
1,6728793
0,6728790
4,6728591
0,6728255
3,6728246
0,6728216
1,6728160
9,6728213
2,6808946
7,6727995
1,6727592
5,6727569
4,6727560
2,6727558
6,6727546
3,6727534
1,6727176
3,6727149
4,6727195
5,6808945
1,6727143
1,6727106
1,6727136
7,6725433
1,6725297
4,6725337
1,6725402
3,6725270
11,6725121
0,6724928
3,6808591
7,6725113
0,6724769
2,6724772
44,6724476
1,6724096
1,6724087
10,6724051
1,6723666
2,6723663
2,6723638
0,6807622
24,6723634
2,6723635
2,6723605
1,6722942
1,6722553
2,6721893
2,6721877
1,6721816
2,6721876
3,6721813
0,6807617
0,6721616
3,6721356
3,6721277
1,6721150
7,6721046
6,6815268
1,6807616
2,6807599
0,6807189
9,6807183
1,6807179
3,6807176
0,6806696
1,6806198
2,6807107
8,6806526
0,6815235
1,6806172
1,6806191
23,6806166
1,6806165
2,6806155
4,6806153
2,6806147
1,6806126
2,6806111
1,6806007
4,6815233
0,6804799
1,6804619
0,6804234
3,6804014
1,6803653
5,6803631
1,6803313
2,6803272
1,6803267
1,6803178
2,6815232
9,6802045
3,6801819
8,6801817
0,6801541
1,6801207
1,6801096
1,6800933
0,6801051
2,6800910
0,6800568
7,6815229
2,6800562
1,6800494
1,6799280
0,6799311
1,6799256
1,6798788
2,6798712
1,6798418
1,6798230
1,6798188
2,6815359
1,6720242
0,6717941
8,6699727
3,6699641
2,6699107
2,6699436
6,6699004
30,6698009
13,6697890
0,6697887
0,6697880
2,6697696
2,6717850
4,6697691
3,6697380
1,6697371
6,6697153
4,6696847
32,6696725
0,6696348
1,6696334
3,6694424
5,6696331
2,6717266
0,6694372
9,6693908
0,6693333
0,6693906
1,6693321
1,6693009
1,6693004
0,6690676
30,6690602
0,6690650
1,6717236
3,6689697
2,6689689
1,6689688
12,6689687
1,6689684
2,6689682
3,6689671
5,6689666
0,6689521
5,6689541
1,6717212
4,6689258
0,6688784
0,6687806
5,6687789
30,6687561
2,6686920
43,6686270
23,6686757
14,6686263
0,6686248
5,6716710
1,6686232
18,6686231
0,6684339
0,6685467
7,6684353
0,6684321
0,6684305
3,6684172
4,6684122
0,6683387
0,6716706
0,6682988
6,6682978
12,6682973
4,6681301
0,6681281
0,6681274
10,6680945
2,6680509
17,6680507
5,6680233
5,6716702
0,6680240
11,6680250
0,6678845
0,6678838
21,6678570
0,6678285
9,6678276
0,6678272
0,6677170
0,6677647
1,6716698
1,6677679
0,6677169
1,6677168
6,6675369
1,6675364
2,6675335
5,6675137
8,6675058
0,6674769
1,6674296
9,6716690
8,6674170
2,6674138
7,6674135
0,6674128
1,6673696
3,6673684
7,6673665
1,6673635
2,6671848
4,6671798
1,6720264
2,6716686
0,6671791
1,6671748
0,6671207
1,6670843
1,6670691
23,6670271
1,6670265
3,6670260
1,6670241
0,6670259
6,6716684
5,6668292
1,6670227
0,6668032
0,6667552
5,6667512
0,6667511
1,6667243
11,6667227
2,6667212
0,6667070
1,6716650
0,6666754
8,6666337
0,6665788
3,6665750
3,6665742
30,6665623
1,6665214
1,6665065
0,6664797
9,6664604
3,6716646
1,6664191
5,6664187
3,6664185
8,6664180
1,6664154
0,6664146
2,6664030
11,6664013
1,6663787
9,6663723
1,6716571
0,6662280
1,6662262
1,6662076
1,6662070
1,6661849
0,6661246
2,6661067
70,6661061
0,6660651
5,6660645
0,6715063
6,6660634
7,6660633
37,6660621
3,6660619
6,6660618
0,6660608
3,6660588
3,6660578
5,6660543
0,6660542
0,6715055
21,6660539
0,6660459
1,6658557
3,6658015
7,6657716
3,6657304
1,6657446
1,6657707
9,6657303
3,6657276
8,6714994
9,6657268
4,6657267
7,6656834
1,6656830
9,6656836
21,6657223
0,6656825
2,6656763
11,6656749
11,6654860
0,6714556
0,6654349
10,6654848
4,6654660
1,6654285
0,6654283
0,6653867
38,6653849
2,6653735
3,6653231
4,6653202
9,6714542
68,6653221
1,6653191
1,6653190
1,6653189
1,6651172
6,6651163
3,6650957
3,6651161
0,6651128
13,6650955
1,6720227
2,6714294
3,6650423
23,6650422
1,6649541
0,6649533
2,6649525
2,6649511
38,6649426
1,6649034
1,6647995
4,6647490
7,6714037
1,6647310
0,6647309
2,6648201
15,6646914
1,6646671
0,6646660
6,6646462
2,6646326
0,6646353
14,6646307
5,6713874
4,6645868
15,6645801
2,6645882
24,6645853
1,6645797
0,6645782
21,6645780
38,6645702
33,6643604
1,6645679
0,6713842
12,6643557
30,6643177
3,6643185
17,6643008
1,6642768
2,6642619
0,6642742
2,6642536
22,6642590
1,6642573
8,6713819
1,6642152
1,6642148
5,6642145
5,6642134
0,6642122
1,6642119
3,6642106
1,6642066
23,6641963
1,6641747
1,6713809
0,6640325
5,6640148
8,6639844
1,6639800
1,6639663
2,6639314
2,6639271
12,6638861
7,6638829
1,6638778
32,6713392
3,6638358
4,6636959
4,6636523
6,6635874
1,6635943
3,6635839
1,6635572
0,6635501
7,6635409
4,6634805
1,6713382
0,6634016
7,6633392
4,6633949
1,6633085
1,6633083
12,6632740
1,6632707
1,6632690
5,6631401
10,6632283
1,6713357
0,6632729
1,6631086
4,6630741
2,6630720
0,6630712
3,6630677
0,6630404
0,6630386
0,6630385
1,6630384
1,6711696
2,6630383
2,6630376
0,6630721
9,6632692
0,6630362
1,6630361
1,6630360
3,6630288
2,6629879
23,6629786
32,6720225
1,6711673
2,6629290
0,6629178
1,6629012
1,6628545
1,6628163
2,6628147
2,6627973
0,6627952
16,6627945
4,6627944
2,6711450
1,6627887
12,6627504
2,6627526
0,6627484
33,6627360
1,6627355
0,6625758
0,6625743
2,6625683
8,6625556
0,6711165
5,6625726
0,6625514
0,6625512
1,6625157
5,6625146
0,6624745
1,6624681
0,6624488
4,6624642
1,6624476
0,6711161
7,6624075
4,6624074
4,6624037
5,6624035
18,6623893
0,6623994
0,6623803
34,6622547
2,6622274
1,6622237
4,6710853
3,6622235
1,6622230
8,6622201
2,6622061
8,6622111
12,6622059
7,6621761
1,6621412
17,6621290
2,6621114
0,6710725
10,6621281
38,6621288
1,6621043
2,6620726
6,6620718
1,6620717
9,6620705
0,6620639
1,6620671
0,6618854
1,6710452
1,6618782
1,6618640
0,6618392
3,6618390
14,6618290
0,6617862
0,6618149
1,6617639
1,6617258
2,6617219
1,6710438
1,6617215
8,6617195
0,6617179
1,6617176
68,6617087
0,6615400
0,6615378
1,6615337
8,6615098
0,6614683
38,6709985
6,6614064
0,6614540
1,6613688
0,6614121
2,6613660
1,6613657
5,6613646
4,6613594
1,6612319
1,6613500
0,6710447
1,6611912
6,6613643
17,6611576
13,6611891
6,6611473
18,6611029
11,6611023
2,6610594
1,6610580
17,6610608
1,6720133
1,6709982
1,6610577
1,6610181
30,6610550
0,6609946
0,6609701
2,6608352
38,6608494
1,6608321
0,6607973
0,6607945
5,6709963
2,6607423
1,6607926
1,6607925
6,6606273
3,6605855
17,6605848
1,6605843
1,6605546
0,6605541
1,6605517
0,6709960
3,6605514
2,6605513
8,6605511
30,6605479
43,6605413
0,6604190
1,6604187
0,6603543
12,6603206
1,6603211
0,6709954
114,6603180
0,6602794
9,6602781
12,6602776
68,6602727
5,6602723
3,6601182
5,6602754
0,6601178
1,6601167
0,6709935
3,6600333
0,6600170
12,6599835
6,6599831
1,6599839
2,6599827
0,6599824
11,6599810
3,6599766
1,6599763
5,6709927
0,6599762
1,6598144
0,6597693
0,6599174
0,6597620
1,6597463
17,6597447
3,6597444
10,6596637
6,6596623
1,6709924
1,6596631
1,6596598
1,6596591
1,6596586
1,6596553
2,6595830
1,6594776
2,6594589
1,6594024
7,6593748
1,6709797
0,6593637
2,6593632
0,6593623
3,6593606
9,6593590
0,6593245
32,6593237
0,6593227
5,6593210
2,6593197
2,6708129
1,6593168
1,6593175
13,6708075
0,6718444
0,6708281
0,6708073
1,6707718
1,6707713
2,6707684
0,6707562
3,6707106
0,6706631
0,6706630
32,6706614
1,6718379
2,6706595
21,6706576
1,6706571
12,6706541
4,6704854
1,6704364
0,6704763
23,6704101
1,6703853
1,6704296
0,6718439
7,6703648
1,6703308
6,6703307
0,6703304
0,6703297
0,6703281
1,6703278
14,6703277
6,6702648
0,6701489
1,6718356
1,6701406
1,6701206
0,6700897
2,6700815
3,6700659
2,6700430
0,6700401
2,6700201
3,6699792
1,6699785
24,6720641
2,6593037
4,6590260
1,6571332
3,6571330
1,6571318
1,6571307
0,6571291
6,6570787
3,6570228
1,6570211
44,6570157
3,6569768
30,6589875
5,6569747
1,6569694
11,6569692
1,6569606
1,6567718
3,6567717
8,6567289
1,6567303
5,6566888
2,6566886
22,6589866
2,6566718
1,6566736
2,6566696
0,6566680
18,6566655
2,6566283
37,6566252
5,6566248
1,6566230
5,6566214
1,6589860
4,6566213
17,6566212
15,6566194
0,6566176
0,6566020
0,6565720
3,6564315
0,6564280
2,6564272
1,6564171
9,6589858
3,6564114
2,6564161
7,6564113
2,6563818
1,6563300
3,6563790
2,6563578
9,6563222
5,6563221
1,6563183
2,6589847
1,6562723
1,6562718
3,6562717
7,6562683
0,6562676
0,6562665
1,6562639
1,6562635
2,6562521
0,6562491
2,6589823
6,6562416
31,6562248
6,6562185
23,6561706
1,6560764
2,6560740
1,6560729
0,6560698
1,6560694
11,6560688
7,6589841
1,6560659
0,6560506
2,6560504
7,6560503
2,6560240
11,6559850
0,6559667
6,6559546
44,6559457
26,6559446
7,6589804
2,6559051
1,6559028
1,6559017
0,6559015
0,6559014
15,6558965
1,6558963
17,6557098
1,6557048
6,6556959
2,6589717
0,6556952
1,6556884
1,6556882
0,6556881
1,6556589
11,6556303
4,6556286
12,6555909
