collab2,pnum
1,6414974
0,6414616
0,6414496
1,6411330
0,6404825
0,6400541
2,6400302
1,6400227
0,6392578
2,6396429
1,6389497
1,6384758
5,6386032
4,6385689
1,6381716
0,6380807
0,6380801
0,6380775
1,6366070
0,6365482
0,6366115
1,6365480
0,6358771
1,6352935
2,6351231
0,6348829
1,6348825
1,6332188
0,6338032
1,6347325
2,6327688
2,6326828
1,6323801
1,6323791
3,6323550
1,6313682
0,6307493
2,6307491
1,6307432
2,6335656
0,6307404
2,6304201
1,6300662
0,6304109
0,6298037
1,6294902
1,6292123
2,6291907
5,6291875
1,6289300
0,6281724
1,6282960
0,6278392
1,6278169
1,6275034
1,6271889
1,6271784
0,6271701
2,6268820
0,6265911
0,6268734
3,6265901
0,6262633
6,6262600
1,6255973
0,6252534
0,6246243
0,6243569
3,6246353
0,6242959
1,6236087
2,6233811
0,6232815
3,6229292
0,6225857
1,6225683
0,6223598
0,6222889
0,6208174
0,6204719
1,6204654
1,6981195
1,6981122
1,6978350
12,6976151
0,6975950
0,6975253
2,6970126
0,6970124
0,6969985
0,6967513
4,6965332
1,6965267
1,6964894
2,6964882
1,6963962
0,6963244
0,6961746
3,6961396
0,6959256
1,6959094
0,6958717
1,6958594
0,6956784
0,6956727
1,6956416
2,6956274
1,6955988
0,6954869
0,6950842
1,6950672
1,6950150
2,6948056
0,6946742
1,6946366
1,6946326
2,6970117
1,6970024
2,6970020
2,6970014
0,6969636
0,6967111
1,6965251
1,6965249
1,6963503
7,6963223
0,6961884
3,6961690
2,6961280
9,6958624
1,6957412
0,6957238
1,6956920
1,6956512
2,6956407
1,6956401
1,6956165
1,6952696
0,6952114
3,6951792
2,6949404
1,6944577
17,6946872
1,6943588
1,6943580
1,6943579
0,6943072
1,6940307
1,6940302
2,6939752
1,6938236
1,6937064
9,6937062
1,6937061
1,6933869
0,6933761
1,6933591
0,6929978
1,6927601
0,6924678
2,6917095
0,6917082
0,6917074
2,6912164
2,6911923
11,6911860
2,6911841
0,6910056
2,6909176
1,6906387
3,6905921
2,6904571
6,6897680
6,6897679
4,6897678
1,6897543
1,6895570
2,6894533
1,6894531
0,6894229
1,6891401
0,6889010
1,6888480
7,6888376
2,6888373
0,6888372
2,6888370
44,6888369
0,6888238
0,6886143
32,6882177
13,6882176
1,6882041
3,6879183
0,6876572
0,6873181
1,6871328
11,6870413
0,6870404
2,6870400
7,6867616
6,6864704
1,6864565
1,6862724
2,6859065
0,6859064
6,6857043
2,6858942
2,6857035
4,6856180
8,6854044
1,6853603
11,6853215
3,6842040
1,6842039
1,6842034
14,6836164
1,6836144
4,6836151
1,6835979
4,6832173
13,6831480
1,6829127
1,6828822
3,6828620
1,6826741
2,6826717
16,6825698
1,6825692
0,6822325
32,6819135
0,6818968
2,6815981
0,6812756
7,6812734
0,6812732
0,6810513
17,6806733
1,6806552
1,6803803
2,6803785
4,6798302
4,6798242
0,6798240
39,6798237
3,6794715
0,6788895
1,6785109
0,6784536
3,6781883
0,6781409
0,6781408
0,6777993
1,6779169
3,6777721
1,6774707
1,6773987
9,6771094
1,6771105
0,6773958
15,6766505
1,6763506
2,6759871
0,6756687
1,6759870
0,6754766
2,6754862
7,6750675
1,6750106
11,6747903
1,6747480
1,6745369
4,6744277
0,6742172
3,6740944
4,6738962
2,6732263
7,6737885
0,6734540
11,6731142
11,6731137
6,6727727
0,6727570
2,6724328
4,6724222
1,6724080
1,6720796
1,6717203
1,6715023
4,6714050
15,6714044
9,6714042
0,6707315
2,6707399
4,6704889
3,6697773
35,6691267
9,6693455
12,6690195
11,6686769
8,6681378
0,6680871
2,6670825
1,6664846
14,6667641
15,6661733
1,6661253
1,6658564
5,6657456
2,6653862
1,6651155
2,6650140
3,6646919
14,6642758
4,6646467
1,6634009
1,6642064
4,6636936
0,6633185
2,6630844
2,6630842
1,6629311
1,6628140
2,6627517
1,6625796
0,6625771
0,6624524
0,6624495
3,6624467
14,6617884
0,6621326
4,6614259
3,6605962
2,6605960
19,6604228
39,6603329
0,6601221
2,6600337
1,6596618
1,6599764
2,6593772
0,6590413
3,6588004
9,6586966
9,6583646
1,6580818
4,6577160
1,6577157
3,6573138
13,6570404
9,6566906
0,6563367
4,6563343
0,6556500
2,6556502
11,6549045
7,6549032
9,6556044
9,6538470
35,6538469
4,6535031
13,6532170
0,6531889
0,6526461
2,6525678
6,6525564
3,6515508
3,6515507
6,6492834
2,6507216
1,6492833
2,6490717
1,6490714
1,6489817
2,6486702
0,6485843
14,6483886
4,6481000
2,6480995
3,6480028
12,6480027
0,6480025
2,6472903
3,6472272
1,6467017
2,6469553
0,6462597
1,6462577
0,6462414
4,6460148
2,6459303
0,6453382
14,6448820
0,6442073
3,6437650
15,6433579
9,6433585
0,6423572
0,6429681
8,6421812
4,6417694
0,6417692
2,6417550
4,6414518
0,6414514
2,6408432
6,6411124
2,6407576
1,6407450
0,6404225
1,6401230
2,6400635
4,6400598
1,6400290
9,6396304
2,6392954
2,6392438
2,6389558
2,6384630
8,6384629
15,6384625
2,6377069
32,6373280
17,6373278
14,6369624
1,6369613
0,6367058
0,6367056
13,6366498
8,6366224
1,6366121
6,6366120
2,6366119
0,6365929
2,6363505
0,6362646
9,6359469
8,6359468
2,6356110
0,6356108
6,6353552
0,6353551
2,6351152
9,6351144
0,6347061
2,6346827
0,6344989
19,6344758
10,6344755
19,6342794
8,6342792
4,6340897
19,6337578
0,6335896
2,6335636
19,6335635
0,6326812
10,6326807
1,6323680
2,6323677
2,6321369
3,6321367
0,6320411
0,6317860
0,6317771
6,6317367
1,6314550
0,6311309
3,6301694
4,6300794
0,6300792
2,6298319
0,6297565
4,6294928
14,6292116
0,6292017
4,6286114
5,6292016
12,6288970
13,6285211
0,6282122
0,6279145
2,6281704
8,6278291
2,6278288
0,6275065
3,6271729
4,6271681
9,6271680
4,6271679
0,6269020
3,6268623
0,6265926
2,6265895
2,6265746
0,6263482
2,6262933
6,6263400
8,6262595
13,6259588
5,6259272
4,6259271
0,6255850
15,6255846
9,6252422
17,6252419
0,6249149
8,6249143
0,6247155
4,6247147
4,6246270
0,6246260
16,6243304
0,6243296
0,6242946
1,6242941
0,6242772
2,6239615
32,6239613
0,6239612
0,6236597
3,6236260
1,6236237
4,6236231
0,6236094
8,6232893
9,6225823
13,6226201
32,6225822
19,6222382
0,6219785
6,6219284
2,6218876
4,6218860
0,6218859
3,6215326
3,6212668
0,6208162
0,6205579
4,6204688
0,6202185
0,6198303
10,6201404
1,6195788
1,6197605
1,6195772
0,6192445
12,6191998
0,6191611
2,6191608
0,6185725
3,6187634
0,6184710
13,6184707
0,6184706
1,6184703
3,6184705
2,6182247
0,6182020
6,6181162
1,6181161
0,6181160
0,6181159
2,6180425
3,6177844
0,6169417
19,6175952
0,6172900
1,6173245
3,6167364
16,6166559
0,6163195
1,6163166
0,6161211
10,6160419
0,6157212
4,6157210
2,6157208
1,6154059
3,6154055
6,6151258
9,6147511
19,6150840
0,6144573
3,6137313
2,6134707
2,6134705
6,6134173
4,6134166
0,6130555
5,6130552
1,6981206
2,6980024
7,6980022
6,6980023
1,6980011
0,6978287
1,6977520
1,6976239
0,6975512
0,6975154
0,6975135
3,6974998
1,6972987
39,6972593
6,6972588
1,6972466
2,6972234
1,6971083
0,6128215
0,6118720
19,6118302
10,6115312
14,6114915
0,6112020
3,6110223
3,6108239
1,6107854
9,6107825
1,6107824
0,6127865
9,6107822
19,6107820
1,6102964
4,6097211
0,6104208
8,6094064
16,6091258
3,6091102
0,6085317
15,6084427
8,6127846
3,6081449
0,6080204
13,6078521
2,6076179
0,6075380
1,6072358
0,6072332
2,6069487
0,6066960
6,6064599
14,6127844
6,6060903
6,6058452
2,6057707
2,6052327
4,6052755
13,6052309
5,6049225
0,6045252
4,6049223
1,6043676
2,6127217
0,6040712
0,6038171
2,6037829
13,6034857
0,6034540
16,6034536
0,6032159
0,6031763
4,6031391
1,6029236
0,6122720
4,6028809
6,6028808
13,6028787
1,6026226
4,6025737
6,6023439
0,6020759
13,6020760
16,6020758
6,6018490
3,6122209
13,6018476
16,6014334
6,6011744
6,6011730
0,6011406
2,6121790
3,6120550
1,6128692
1,6977431
37,6967395
8,6967124
3,6965159
2,6965157
4,6962829
0,6956201
0,6946323
3,6953988
61,6946316
37,6943429
1,6936922
1,6930378
2,6930257
2,6927483
8,6930256
0,6927478
2,6919631
1,6921967
1,6919620
1,6911718
3,6910635
1,6905914
1,6900527
1,6897550
0,6893900
1,6889813
1,6888242
1,6885086
2,6884695
0,6879047
1,6879034
1,6876068
61,6875379
2,6873032
2,6873041
37,6869861
1,6867071
1,6861720
3,6858919
1,6853060
0,6853059
37,6849916
2,6847103
1,6847099
0,6846704
3,6844615
1,6841874
1,6841414
0,6838309
1,6833619
3,6833609
8,6831371
4,6830955
2,6825062
1,6822323
0,6818973
37,6816523
1,6816032
1,6807218
0,6803645
2,6803254
1,6798049
1,6798047
0,6798046
3,6794740
0,6791166
0,6791076
3,6784534
8,6784376
37,6777789
0,6770961
44,6765801
4,6762078
3,6759737
0,6759266
1,6756658
3,6753597
1,6750545
2,6747352
0,6740950
37,6734419
2,6737750
0,6730544
37,6730536
2,6723582
2,6717822
2,6717248
37,6717126
0,6713322
0,6710945
2,6707168
1,6707138
0,6700187
3,6696747
0,6695120
0,6686651
1,6686649
37,6686588
37,6686580
0,6684496
0,6683795
6,6683377
7,6677663
1,6677662
61,6672773
37,6670698
1,6670551
0,6667544
0,6662493
37,6661080
1,6660559
0,6657298
0,6656765
2,6650019
7,6646339
2,6642610
1,6646290
37,6638789
2,6639308
1,6632997
0,6630728
2,6630726
0,6630661
4,6629633
37,6627987
2,6627976
0,6627977
37,6627864
37,6624921
2,6620862
1,6624005
4,6620646
1,6616436
2,6614102
2,6611047
37,6610167
1,6608497
2,6605866
1,6605865
0,6603183
1,6603072
0,6601293
1,6596212
2,6597059
2,6593545
1,6589801
1,6586826
37,6586824
0,6580620
0,6586677
37,6580167
3,6580159
37,6580153
3,6577013
2,6577012
0,6576998
37,6571466
37,6572944
2,6566164
2,6570825
2,6564454
0,6563204
0,6555917
1,6555899
0,6552416
37,6548759
37,6562655
2,6546620
37,6545345
0,6534876
8,6534391
37,6532157
1,6534338
1,6531784
0,6530735
37,6530515
37,6528875
44,6528869
4,6528857
61,6526653
1,6525406
37,6522015
3,6521982
1,6521987
0,6518659
0,6517656
2,6515356
2,6515269
1,6512288
2,6512219
0,6509637
4,6509560
2,6507102
2,6503780
0,6501161
4,6501184
2,6494361
61,6492699
1,6489667
0,6489651
37,6486545
0,6486537
0,6483101
61,6483030
2,6479887
1,6476478
0,6476476
1,6476331
3,6475827
2,6472758
0,6472598
0,6465329
1,6462274
1,6469258
0,6469369
2,6459147
37,6455927
0,6455774
2,6455356
1,6452278
0,6448635
2,6448633
0,6448509
2,6448506
2,6445075
3,6444499
2,6441504
0,6441503
0,6441485
0,6437449
0,6437427
0,6433277
0,6432737
1,6429513
1,6428641
0,6429515
1,6426277
0,6424031
61,6424315
1,6424023
0,6423576
0,6420204
0,6400033
37,6399463
37,6399418
7,6396130
37,6396043
4,6395578
0,6389689
61,6389687
0,6372540
0,6369454
1,6417576
2,6356453
37,6342406
1,6340846
0,6340623
2,6339252
0,6339004
0,6338985
2,6337228
3,6331451
1,6329606
0,6420201
0,6320251
0,6326235
0,6319755
2,6309943
1,6309916
0,6303997
0,6296988
44,6291884
2,6281568
0,6274927
0,6415505
0,6268568
61,6266197
2,6258629
1,6255176
0,6246566
0,6246015
0,6214644
0,6214645
4,6228676
0,6207562
2,6414396
0,6204131
1,6201305
0,6200841
7,6198163
0,6163463
1,6150709
0,6150193
0,6143981
0,6143588
0,6132081
0,6407458
1,6124637
4,6117705
0,6117193
0,6092281
0,6114217
0,6091141
0,6090715
4,6034429
0,6028354
1,6020218
2,6407381
1,6021563
0,6013554
2,6404046
3,6406934
37,6420776
2,6937102
1,6856004
1,6853526
1,6842075
0,6806767
1,6803824
3,6760900
1,6759922
2,6753734
0,6724067
1,6719518
0,6710657
1,6645790
1,6664500
1,6642578
0,6639466
1,6580321
0,6577198
2,6559722
2,6554949
0,6515546
0,6501331
2,6491083
0,6470946
0,6458640
1,6437585
1,6415843
0,6404284
0,6242986
0,6194962
0,6172551
0,6172549
0,6172535
1,6169442
1,6166831
0,6166569
1,6163579
0,6163462
2,6163290
1,6154027
2,6194958
0,6148670
2,6147531
1,6147528
2,6144981
0,6144413
0,6144244
1,6141671
1,6133753
0,6130578
1,6124813
1,6194886
0,6124745
7,6122961
0,6122497
0,6121798
0,6118814
1,6118301
2,6118326
2,6107868
1,6107889
0,6104244
2,6192757
1,6097239
0,6090678
1,6088390
1,6087882
0,6087883
0,6087876
0,6084472
0,6074082
1,6072676
0,6064277
2,6191619
1,6064199
3,6064187
1,6061010
4,6060933
2,6060937
2,6054780
0,6061779
0,6046640
2,6043718
1,6040793
0,6188189
0,6040732
2,6031868
0,6031477
2,6028891
1,6028481
0,6011431
0,6016050
2,6009753
1,6181118
3,6172636
1,6172569
0,6198330
0,6702651
2,6699356
1,6660659
7,6660656
4,6660622
2,6660135
1,6660134
2,6660127
1,6660126
2,6659842
1,6659849
1,6659331
4,6699115
5,6658763
1,6657726
3,6657714
1,6656842
1,6656840
1,6656837
0,6656283
9,6656286
3,6656535
3,6656831
2,6698991
2,6656028
0,6655408
0,6654698
1,6653373
2,6653242
1,6653237
0,6653200
0,6652717
3,6652713
1,6652712
0,6697096
0,6652710
5,6652355
0,6652655
5,6652368
1,6649532
1,6649075
5,6648740
1,6648730
2,6648588
0,6648012
1,6696365
5,6647918
1,6646276
2,6646235
1,6645884
1,6645550
0,6645357
1,6645303
2,6645061
5,6645050
0,6645044
1,6696362
0,6642853
1,6642637
1,6642489
2,6642151
1,6642127
0,6641701
3,6641697
1,6640151
6,6639783
2,6639231
0,6695954
1,6639227
2,6639201
2,6638886
1,6638874
2,6638810
3,6638143
0,6635872
2,6635583
1,6635578
1,6635577
0,6695946
10,6635575
1,6635573
2,6635157
1,6635144
2,6635115
0,6634686
0,6634650
1,6634313
2,6633391
2,6633076
9,6694915
2,6633046
0,6633034
1,6632726
1,6632735
1,6632478
0,6632325
1,6632321
2,6632124
0,6630995
1,6629881
0,6693708
1,6628381
1,6627904
2,6627886
1,6627542
2,6627532
0,6627463
1,6627056
1,6627050
1,6626744
0,6625898
3,6701259
0,6694210
1,6626476
1,6625513
1,6625497
1,6625003
0,6624091
0,6624077
3,6624064
1,6623605
4,6623596
1,6623595
2,6693050
0,6623563
10,6623334
0,6623341
2,6620956
6,6620723
1,6620670
4,6620575
1,6620296
7,6620289
1,6620250
3,6693030
1,6620027
1,6618265
1,6617794
1,6617594
1,6617224
1,6617553
1,6617266
0,6617216
2,6617178
1,6616973
1,6692903
0,6616513
0,6614924
1,6616767
0,6614529
2,6614181
0,6614051
2,6613691
0,6614026
2,6613689
1,6613682
2,6692648
0,6613666
6,6613214
8,6613200
4,6612914
1,6612014
1,6610374
1,6610354
3,6610191
2,6610189
2,6610184
2,6692617
1,6608920
1,6608495
0,6608316
1,6607976
0,6607790
3,6607675
1,6607640
2,6607634
0,6607428
17,6607422
2,6691719
1,6605531
2,6605394
1,6605319
15,6605197
0,6604535
1,6603873
2,6603538
1,6603269
1,6602806
2,6602770
2,6690986
2,6602434
19,6602724
0,6602348
0,6602116
1,6599842
1,6602114
1,6599437
1,6599574
1,6599399
2,6599402
4,6689930
9,6599368
3,6599076
1,6598615
1,6598559
0,6598316
7,6596655
2,6596653
1,6596576
2,6596643
0,6596627
1,6689418
1,6596343
6,6596151
2,6596123
0,6596091
1,6596085
0,6594540
0,6594542
5,6593252
2,6593247
1,6593244
3,6700202
6,6689252
1,6593241
1,6592817
0,6592709
1,6592707
4,6592673
11,6592742
1,6592439
2,6592438
2,6591850
4,6589869
2,6689249
12,6589888
3,6589879
0,6589868
2,6589890
4,6589610
2,6589715
0,6589437
8,6589361
1,6589352
5,6587194
2,6689222
1,6589407
5,6587193
1,6589023
2,6586886
2,6586343
1,6585876
5,6585828
3,6585563
6,6583980
0,6583509
12,6689221
1,6585850
10,6583497
1,6583071
1,6583065
1,6583063
1,6583018
3,6582861
1,6582777
3,6582578
4,6582569
0,6688957
1,6582522
0,6582282
1,6582288
1,6582175
1,6581612
9,6581275
4,6580967
4,6580955
2,6580057
3,6579806
3,6688838
2,6579811
1,6579796
1,6579783
1,6579730
1,6579426
2,6577923
0,6579421
1,6576908
2,6576568
4,6576489
1,6688375
5,6576567
0,6576110
2,6575825
2,6575737
1,6575177
2,6575622
10,6573196
1,6573181
1,6573150
0,6572732
2,6688155
0,6572730
2,6573030
1,6572814
2,6572708
1,6572453
1,6572446
0,6572321
1,6571657
7,6572010
1,6570155
0,6686602
0,6570137
1,6569775
1,6569257
3,6568896
8,6569349
2,6568346
0,6567257
1,6566897
0,6566661
1,6566270
2,6686601
2,6566278
1,6566272
7,6566259
9,6566258
1,6566199
2,6565984
1,6563686
1,6563124
1,6565717
11,6562715
0,6701028
2,6686293
2,6562720
7,6562690
1,6562189
3,6562544
0,6562184
1,6561884
3,6561873
0,6561871
2,6561381
1,6559942
0,6685815
1,6559454
0,6559070
1,6559074
7,6559061
1,6559039
2,6559052
1,6559026
3,6558564
1,6558471
2,6558509
1,6685803
1,6558236
0,6557564
0,6557967
1,6557248
0,6557237
0,6556949
1,6556887
1,6556702
1,6555832
5,6556294
1,6685799
1,6555829
1,6555825
4,6555824
4,6555183
4,6555815
0,6555164
0,6554979
1,6554954
0,6554950
1,6555830
9,6685798
1,6554907
1,6553932
1,6554003
2,6553280
1,6551941
1,6551488
1,6551929
4,6551484
6,6551446
0,6551176
2,6685779
1,6551174
3,6548415
1,6548402
4,6548368
3,6548396
1,6547978
1,6547977
1,6547934
10,6547641
0,6546125
1,6684523
5,6545420
1,6545277
1,6545267
1,6545275
1,6544429
1,6544896
6,6544399
0,6544340
1,6544033
0,6541770
2,6685422
1,6541401
0,6541397
2,6541384
6,6541380
4,6541369
0,6541367
7,6541282
13,6541164
0,6540595
7,6540594
4,6684123
0,6540466
1,6539796
2,6539621
1,6539106
4,6538872
1,6538256
17,6537929
1,6537905
2,6537918
3,6537144
1,6683317
2,6537733
3,6537133
1,6535779
1,6537011
1,6535628
0,6534756
1,6534424
1,6535372
2,6534417
1,6534401
1,6699784
1,6682627
1,6534360
3,6534416
5,6533894
0,6533645
2,6532866
1,6532715
3,6532097
1,6531404
1,6531398
4,6530992
1,6682603
0,6529362
1,6528751
1,6528180
2,6528767
3,6528116
1,6527968
0,6527910
1,6527865
3,6527624
1,6525327
2,6682113
1,6524969
1,6524954
1,6524952
2,6524940
4,6680420
1,6679981
1,6680164
1,6679755
2,6679675
4,6679671
0,6677594
2,6699530
0,6677599
1,6677254
2,6677712
1,6677247
2,6677242
1,6677239
0,6677166
1,6676800
1,6676761
0,6676759
1,6699380
1,6676497
0,6674888
2,6674075
2,6673724
1,6673657
4,6673323
1,6672864
1,6673199
5,6671398
0,6671098
0,6699375
0,6671042
1,6670610
1,6669538
3,6669858
3,6669829
0,6668752
1,6667577
1,6667527
1,6667475
0,6670807
2,6699399
1,6666979
1,6667248
1,6664202
0,6663754
1,6663713
6,6663466
0,6662673
2,6661508
17,6660663
1,6660662
1,6703169
0,6809455
2,6630079
2,6544440
0,6509663
1,6448815
0,6445253
1,6395120
1,6316082
1,6259600
1,6106867
2,6979652
6,6979250
1,6979248
2,6977036
4,6975107
2,6974771
0,6974766
1,6974371
0,6972154
1,6972267
2,6969569
1,6967072
1,6966967
1,6965895
8,6966816
1,6965116
0,6963393
3,6962732
1,6962644
1,6962514
0,6961626
2,6960521
1,6962524
2,6960416
1,6960413
1,6960263
2,6960284
3,6958814
2,6958296
2,6958098
1,6958112
2,6957749
1,6956223
2,6955517
1,6955516
1,6955197
1,6955211
1,6954711
4,6953742
1,6954021
1,6952656
2,6952491
2,6951826
1,6951804
2,6951511
0,6951507
1,6950716
3,6951599
1,6949203
1,6949143
2,6946655
2,6946408
1,6946368
3,6946401
1,6946033
1,6945857
1,6945845
1,6944006
1,6943898
2,6943127
1,6943091
0,6943053
0,6943122
2,6943039
1,6942813
1,6942753
1,6940592
0,6940170
1,6939808
1,6939801
1,6939804
1,6939434
1,6939210
1,6939198
1,6936906
0,6937343
0,6936981
0,6936843
1,6936551
1,6936842
2,6936183
0,6936538
1,6933801
1,6935466
2,6936309
2,6933508
1,6933243
1,6933239
2,6933025
1,6932873
1,6933021
1,6932871
3,6931619
3,6932092
1,6930770
2,6930061
3,6924494
1,6898304
2,6897888
1,6897457
0,6897442
1,6897411
3,6897163
1,6897155
9,6897146
1,6897131
2,6896955
1,6925356
1,6896929
1,6896776
0,6896585
5,6896584
4,6895776
1,6896513
0,6895831
2,6895293
1,6894474
1,6894435
4,6924641
0,6894294
1,6894245
1,6893907
2,6893548
4,6893541
0,6891549
1,6890850
1,6890825
0,6890639
1,6890597
5,6924891
10,6890249
2,6890403
1,6888639
1,6888104
1,6887786
1,6887776
2,6887732
15,6887353
1,6887317
0,6887136
2,6924462
10,6887129
3,6887124
1,6885977
1,6885458
3,6884724
1,6884464
2,6884329
2,6884153
4,6882417
1,6882416
1,6924191
7,6881673
4,6881318
0,6881310
1,6881305
1,6881276
1,6880561
3,6878950
1,6878946
1,6878644
6,6878636
40,6923714
1,6878620
0,6878258
2,6878245
1,6878214
2,6878206
8,6878038
4,6878036
3,6876454
1,6876442
1,6924088
1,6875687
1,6875927
2,6875558
0,6875331
2,6875321
1,6875271
1,6872429
9,6875078
1,6872329
1,6872322
0,6922482
0,6872130
0,6872129
0,6872122
8,6870170
2,6869896
3,6869838
1,6869880
1,6869516
3,6869498
19,6869332
1,6921723
0,6868859
1,6868856
1,6867422
1,6866746
1,6865937
0,6864773
0,6864494
1,6864458
2,6863797
9,6863794
5,6929774
1,6923189
1,6863593
2,6863077
1,6862491
1,6863019
1,6861660
9,6860791
10,6858923
2,6858548
1,6858547
2,6858540
1,6921727
2,6858265
3,6858153
7,6857946
40,6857945
1,6857941
6,6857931
0,6856863
1,6857387
0,6856858
1,6855235
1,6921494
2,6855484
2,6855368
1,6855043
1,6855031
0,6853533
2,6853475
1,6853446
1,6853043
0,6852647
5,6852626
2,6919275
0,6852209
1,6852202
3,6851170
1,6849562
5,6849554
2,6849545
0,6849152
1,6848980
0,6848976
2,6848970
1,6919168
1,6847730
1,6847043
5,6846746
0,6846742
1,6846516
0,6846396
4,6845294
1,6843882
3,6843897
1,6843881
2,6919150
0,6843858
0,6843855
2,6843258
1,6842659
0,6841787
2,6841341
2,6841200
2,6841057
1,6841050
1,6841006
1,6917755
1,6838393
3,6839507
1,6837978
3,6837983
6,6838125
16,6837975
3,6837968
3,6837964
1,6837779
0,6835657
1,6916744
1,6835125
2,6834777
1,6833717
1,6833322
0,6833552
0,6833079
1,6833161
4,6833052
1,6832950
1,6832948
1,6918864
1,6831742
1,6831736
1,6831284
6,6831004
2,6831021
1,6830673
2,6830950
1,6830624
1,6829381
0,6829035
1,6916398
1,6828996
0,6828574
1,6828570
1,6828241
1,6828234
1,6827987
3,6827978
3,6827825
1,6827816
1,6825475
2,6929700
2,6916397
3,6825562
0,6825448
1,6827815
1,6825447
1,6825134
1,6824813
1,6824748
1,6824666
1,6824612
4,6824455
1,6916147
8,6824658
1,6824343
3,6823589
1,6822185
5,6821909
11,6821891
1,6821881
0,6821571
0,6821563
0,6821577
0,6915592
3,6821562
0,6821350
0,6821192
1,6820298
1,6819450
2,6818909
2,6818529
0,6818094
0,6818066
0,6817923
3,6914670
2,6817640
1,6817377
1,6815373
2,6814087
1,6814814
1,6812474
0,6813032
0,6813005
1,6812471
1,6812153
1,6914443
0,6811615
1,6811680
1,6811470
6,6811814
1,6811466
0,6810886
2,6810139
2,6809808
1,6809026
1,6808748
4,6914441
1,6808612
1,6808611
1,6807972
2,6806207
1,6806203
0,6805466
6,6805137
6,6803998
1,6803546
2,6803325
0,6914386
1,6803297
1,6802944
1,6802947
1,6802906
17,6800571
2,6799939
1,6799584
1,6798505
1,6797646
1,6797643
4,6914016
2,6797639
1,6797638
1,6797620
1,6797340
1,6797131
3,6797074
0,6794625
3,6796880
0,6797108
1,6794311
1,6914014
6,6793965
15,6793779
1,6793733
1,6793766
5,6790788
2,6791099
2,6790776
2,6790768
0,6790707
2,6790326
1,6913992
1,6790323
1,6789498
2,6788445
0,6787466
5,6787006
0,6786996
0,6786935
2,6784119
2,6783639
2,6784096
1,6927178
5,6913868
1,6783432
2,6783118
1,6781126
3,6780773
1,6780753
6,6779226
1,6777171
2,6777882
5,6777352
2,6777045
1,6913938
4,6776875
4,6776846
1,6776848
6,6776694
1,6776693
12,6776692
2,6776567
0,6775452
1,6774040
1,6773569
2,6913680
1,6773507
1,6773562
2,6772827
2,6772072
1,6770565
6,6770556
1,6770134
0,6768836
3,6768117
7,6767176
1,6913670
1,6765178
1,6764958
0,6764387
0,6764386
1,6764265
5,6764380
3,6763281
1,6763130
0,6761804
1,6759800
0,6913652
3,6759327
13,6758949
0,6759309
2,6758947
1,6755150
5,6753270
3,6753258
1,6753248
1,6753129
1,6752547
5,6913511
1,6750455
3,6751000
2,6750156
1,6750436
2,6749086
3,6750141
2,6746805
1,6746198
1,6746591
2,6746544
1,6913518
0,6745908
1,6745095
3,6744266
3,6743737
1,6743714
0,6743342
2,6743473
0,6743340
2,6742279
1,6740889
1,6912323
4,6740601
4,6740221
1,6740585
1,6739958
5,6739951
0,6737355
1,6736408
1,6736370
0,6735745
7,6734115
0,6912304
1,6734102
1,6734020
5,6733955
2,6731320
2,6730906
6,6730593
4,6730561
1,6730174
13,6730196
1,6730175
1,6911403
3,6729944
1,6730354
3,6729824
1,6728989
3,6726955
2,6725869
3,6726776
3,6726805
6,6725564
2,6727047
2,6927169
2,6911401
0,6725114
0,6724005
1,6724002
3,6723224
1,6723214
6,6722965
0,6722834
2,6721605
0,6721045
3,6721162
11,6911399
2,6720565
1,6720263
10,6720027
0,6719883
5,6719851
3,6719818
0,6719516
0,6718126
1,6717146
2,6716302
1,6911346
1,6716287
3,6716733
5,6716094
0,6716092
0,6716086
17,6716085
2,6715496
3,6714884
2,6713390
1,6713127
1,6911391
1,6713188
3,6712927
2,6712020
7,6709987
0,6710868
1,6709721
2,6709715
2,6709609
13,6709553
8,6709316
1,6911136
1,6709314
1,6709218
0,6708701
1,6708074
1,6707544
1,6706138
0,6707545
40,6705932
0,6705924
5,6705246
1,6911124
0,6704913
5,6703321
11,6703315
3,6910944
0,6909588
1,6908862
1,6908865
2,6927176
1,6908836
0,6910947
0,6908567
0,6908540
3,6906801
1,6905968
3,6905965
0,6905947
1,6905940
2,6905939
0,6927148
1,6905737
1,6905624
2,6905622
2,6905616
1,6905541
0,6905399
0,6905107
0,6904637
1,6903349
1,6903031
1,6926926
1,6902947
1,6902629
3,6902628
2,6902682
1,6902627
1,6900596
1,6900135
1,6900065
3,6900133
1,6899804
1,6926774
3,6900001
1,6899801
2,6899816
1,6899799
1,6899798
2,6899796
1,6899765
3,6899763
0,6897941
6,6899111
4,6930478
8,6524167
1,6521546
2,6500265
1,6500263
2,6499333
0,6498898
4,6498091
0,6497802
2,6496256
0,6496746
1,6495233
0,6495009
1,6521891
6,6494986
1,6494959
1,6494958
1,6494955
40,6494774
2,6494769
5,6494766
0,6494670
0,6491978
1,6494219
1,6521302
1,6491835
0,6491801
5,6491570
1,6490145
4,6490146
1,6490144
2,6489248
2,6489241
3,6489247
7,6489220
5,6521107
5,6488984
6,6488862
6,6488823
0,6488820
3,6488807
0,6488776
3,6488565
1,6486444
0,6486492
2,6486082
3,6521292
10,6486061
2,6486081
3,6485618
24,6485617
1,6485359
1,6485603
0,6485254
0,6485248
2,6482746
0,6482745
