Games	Sport	Event	Athlete(s)	CountryCode	CountryName	Medal	ResultInSeconds
1992	Rowing	Quadruple Sculls Men	Michael Steinbach, Stephan Volkert, Andr? Willms, Andreas Hajek	GER	Germany	Gold	345.17
1992	Rowing	Quadruple Sculls Men	Lars Bj?nness, Rolf Thorsen, Kjetil Undset, Per S?tersdal	NOR	Norway	Silver	347.09
1992	Rowing	Quadruple Sculls Men	Filippo Soffici, Alessandro Corona, Gianluca Farina, Rossano Galtarossa	ITA	Italy	Bronze	347.33
1992	Rowing	Quadruple Sculls Women	Kerstin M?ller, Kristina Mundt, Birgit Peter, Sybille Schmidt	GER	Germany	Gold	380.18
1992	Rowing	Quadruple Sculls Women	Doina Ignat, Vera Cochelea, Anisoara Dobre-Balan, Constanta Burcica-Pipota	ROM	Romania	Silver	384.34
1992	Rowing	Quadruple Sculls Women	Yelena Khloptseva, Yekaterina Khodotovich, Tatyana Ustyuzhanina, Antonina Zelikovich	URS	Soviet Union	Bronze	385.07
1992	Rowing	Single Sculls Men	Thomas Lange	GER	Germany	Gold	411.4
1992	Rowing	Single Sculls Men	V?clav Chalupa	CZR	Czech Republic	Silver	412.93
1992	Rowing	Single Sculls Men	Kajetan Broniewski	POL	Poland	Bronze	416.82
1992	Rowing	Single Sculls Women	Elisabeta Lipa	ROM	Romania	Gold	445.54
1992	Rowing	Single Sculls Women	Annelies Bredael	BEL	Belgium	Silver	446.64
1992	Rowing	Single Sculls Women	Silken Laumann	CAN	Canada	Bronze	448.85
1992	Swimming	100m Backstroke Men	Mark Tewksbury	CAN	Canada	Gold	53.98
1992	Swimming	100m Backstroke Men	Jeff Rouse	USA	United States of America	Silver	54.04
1992	Swimming	100m Backstroke Men	David Berkoff	USA	United States of America	Bronze	54.78
1992	Swimming	100m Backstroke Women	Krisztina Egerszegi	HUN	Hungary	Gold	60.68
1992	Swimming	100m Backstroke Women	T?nde Szab?	HUN	Hungary	Silver	61.14
1992	Swimming	100m Backstroke Women	Lea Loveless	USA	United States of America	Bronze	61.43
1992	Swimming	100m Breaststroke Men	Nelson Diebel	USA	United States of America	Gold	61.5
1992	Swimming	100m Breaststroke Men	Norbert R?zsa	HUN	Hungary	Silver	61.68
1992	Swimming	100m Breaststroke Men	Philip Rogers	AUS	Australia	Bronze	61.76
1992	Swimming	100m Breaststroke Women	Yelena Rudkovskaya	URS	Soviet Union	Gold	68
1992	Swimming	100m Breaststroke Women	Anita Nall	USA	United States of America	Silver	68.17
1992	Swimming	100m Breaststroke Women	Samantha Riley	AUS	Australia	Bronze	69.25
1992	Swimming	100m Butterfly Men	Pablo Morales	USA	United States of America	Gold	53.32
1992	Swimming	100m Butterfly Men	Rafal Szukala	POL	Poland	Silver	53.35
1992	Swimming	100m Butterfly Men	Anthony Nesty	SUR	Suriname	Bronze	53.41
1992	Swimming	100m Butterfly Women	Hong Qian	CHN	China	Gold	58.62
1992	Swimming	100m Butterfly Women	Crissy Ahmann-Leighton	USA	United States of America	Silver	58.74
1992	Swimming	100m Butterfly Women	Catherine Plewinski	FRA	France	Bronze	59.01
1992	Swimming	100m Freestyle Men	Aleksandr Popov	URS	Soviet Union	Gold	49.02
1992	Swimming	100m Freestyle Men	Gustavo Fran?a Borges	BRA	Brazil	Silver	49.43
1992	Swimming	100m Freestyle Men	Stephan Caron	FRA	France	Bronze	49.5
1992	Swimming	100m Freestyle Women	Yong Zhuang	CHN	China	Gold	54.64
1992	Swimming	100m Freestyle Women	Jenny Thompson	USA	United States of America	Silver	54.84
1992	Swimming	100m Freestyle Women	Franziska van Almsick	GER	Germany	Bronze	54.94
1992	Swimming	1500m Freestyle Men	Kieren Perkins	AUS	Australia	Gold	883.48
1992	Swimming	1500m Freestyle Men	Glen Housman	AUS	Australia	Silver	895.29
1992	Swimming	1500m Freestyle Men	J?rg Hoffmann	GER	Germany	Bronze	902.29
1992	Swimming	200m Backstroke Men	Martin L?pez-Zubero	ESP	Spain	Gold	118.47
1992	Swimming	200m Backstroke Men	Vladimir Selkov	URS	Soviet Union	Silver	118.87
1992	Swimming	200m Backstroke Men	Stefano Battistelli	ITA	Italy	Bronze	119.4
1992	Swimming	200m Backstroke Women	Krisztina Egerszegi	HUN	Hungary	Gold	127.06
1992	Swimming	200m Backstroke Women	Dagmar Hase	GER	Germany	Silver	129.46
1992	Swimming	200m Backstroke Women	Nicole Stevenson	AUS	Australia	Bronze	130.2
1992	Swimming	200m Breaststroke Men	Mike Barrowman	USA	United States of America	Gold	130.16
1992	Swimming	200m Breaststroke Men	Norbert R?zsa	HUN	Hungary	Silver	131.23
1992	Swimming	200m Breaststroke Men	Nick Gillingham	GBR	Great Britain	Bronze	131.29
1992	Swimming	200m Breaststroke Women	Kyoko Iwasaki	JPN	Japan	Gold	146.65
1992	Swimming	200m Breaststroke Women	Li Lin	CHN	China	Silver	146.85
1992	Swimming	200m Breaststroke Women	Anita Nall	USA	United States of America	Bronze	146.88
1992	Swimming	200m Butterfly Men	Melvin Stewart	USA	United States of America	Gold	116.26
1992	Swimming	200m Butterfly Men	Danyon Loader	NZL	New Zealand	Silver	117.93
1992	Swimming	200m Butterfly Men	Frank Esposito	FRA	France	Bronze	118.51
1992	Swimming	200m Butterfly Women	Summer Sanders	USA	United States of America	Gold	128.67
1992	Swimming	200m Butterfly Women	Xiaohong Wang	CHN	China	Silver	129.01
1992	Swimming	200m Butterfly Women	Susan O'Neill	AUS	Australia	Bronze	129.03
1992	Swimming	200m Freestyle Men	Yevgeny Sadovyi	URS	Soviet Union	Gold	106.7
1992	Swimming	200m Freestyle Men	Anders Holmertz	SWE	Sweden	Silver	106.86
1992	Swimming	200m Freestyle Men	Antti Kasvio	FIN	Finland	Bronze	107.63
1992	Swimming	200m Freestyle Women	Nicole Haislett	USA	United States of America	Gold	117.9
1992	Swimming	200m Freestyle Women	Franziska van Almsick	GER	Germany	Silver	118
1992	Swimming	200m Freestyle Women	Kerstin Kielga?	GER	Germany	Bronze	119.67
1992	Swimming	200m Individual Medley Men	Tam?s Darnyi	HUN	Hungary	Gold	120.76
1992	Swimming	200m Individual Medley Men	Gregory Burgess	USA	United States of America	Silver	120.97
1992	Swimming	200m Individual Medley Men	Attila Czene	HUN	Hungary	Bronze	121
1992	Swimming	200m Individual Medley Women	Li Lin	CHN	China	Gold	131.65
1992	Swimming	200m Individual Medley Women	Summer Sanders	USA	United States of America	Silver	131.91
1992	Swimming	200m Individual Medley Women	Daniela Hunger	GER	Germany	Bronze	133.92
1992	Swimming	400m Freestyle Men	Yevgeny Sadovyi	URS	Soviet Union	Gold	225
1992	Swimming	400m Freestyle Men	Kieren Perkins	AUS	Australia	Silver	225.16
1992	Swimming	400m Freestyle Men	Anders Holmertz	SWE	Sweden	Bronze	226.77
1992	Swimming	400m Freestyle Women	Dagmar Hase	GER	Germany	Gold	247.18
1992	Swimming	400m Freestyle Women	Janet Evans	USA	United States of America	Silver	247.37
1992	Swimming	400m Freestyle Women	Hayley Lewis	AUS	Australia	Bronze	251.22
1992	Swimming	400m Individual Medley Men	Tam?s Darnyi	HUN	Hungary	Gold	254.23
1992	Swimming	400m Individual Medley Men	Eric Namesnik	USA	United States of America	Silver	255.57
1992	Swimming	400m Individual Medley Men	Luca Sacchi	ITA	Italy	Bronze	256.34
1992	Swimming	400m Individual Medley Women	Krisztina Egerszegi	HUN	Hungary	Gold	276.54
1992	Swimming	400m Individual Medley Women	Li Lin	CHN	China	Silver	276.73
1992	Swimming	400m Individual Medley Women	Summer Sanders	USA	United States of America	Bronze	277.58
1992	Swimming	4x100m Freestyle Relay Men	Jon Olsen, Matt Biondi, Joe Hudepohl, Thomas Jager, Shaun Jordan	USA	United States of America	Gold	196.74
1992	Swimming	4x100m Freestyle Relay Men	Pavel Khnykin, Yury Bashkatov, Gennady Prigoda, Vladimir Pyshnenko, Aleksandr Popov, Veniamin Tayanovich	URS	Soviet Union	Silver	197.56
1992	Swimming	4x100m Freestyle Relay Men	Andreas Szigat, Christian Tr?ger, Mark Pinger, Dirk Richter, Jonathon Cleveland, Steffen Zesner, Bengt Zikarsky	GER	Germany	Bronze	197.9
1992	Swimming	4x100m Freestyle Relay Women	Ashley Tappin, Jenny Thompson, Angel Martino, Nicole Haislett, Crissy Ahmann-Leighton, Dara Torres	USA	United States of America	Gold	219.46
1992	Swimming	4x100m Freestyle Relay Women	Yong Zhuang, Wenyi Yang, Kun Zhao, Jingyi Le, Bin Lu	CHN	China	Silver	220.12
1992	Swimming	4x100m Freestyle Relay Women	Simone Osygus, Manuela Stellmach, Kerstin Kielga?, Annette Hadding, Daniela Hunger, Franziska van Almsick	GER	Germany	Bronze	221.6
1992	Swimming	4x100m Medley Relay Men	Jon Olsen, Pablo Morales, Melvin Stewart, Melvin Stewart, Jeff Rouse, Nelson Diebel, Hans Dersch, Hans Dersch, David Berkoff, David Berkoff, Matt Biondi, Matt Biondi	USA	United States of America	Gold	216.93
1992	Swimming	4x100m Medley Relay Men	Pavel Khnykin, Vladislav Kulikov, Vasily Ivanov, Vladimir Selkov, Vladimir Pyshnenko, Aleksandr Popov, Dmitry Volkov	URS	Soviet Union	Silver	218.56
1992	Swimming	4x100m Medley Relay Men	Thomas Ponting, Mark Tewksbury, Stephen Clarke, Marcel Gery	CAN	Canada	Bronze	219.66
1992	Swimming	4x100m Medley Relay Women	Elizabeth Wagstaff, Nicole Haislett, Megan Kleine, Crissy Ahmann-Leighton, Jenny Thompson, Summer Sanders, Anita Nall, Lea Loveless	USA	United States of America	Gold	242.54
1992	Swimming	4x100m Medley Relay Women	Simone Osygus, Bettina Ustrowski, Daniela Brendel, Jana D?rries, Dagmar Hase, Daniela Hunger, Franziska van Almsick	GER	Germany	Silver	245.19
1992	Swimming	4x100m Medley Relay Women	Nina Zhivanevskaya, Olga Kirichenko, Elena Choubina, Yelena Rudkovskaya, Natalya Meshcheryakova	URS	Soviet Union	Bronze	246.44
1992	Swimming	4x200m Freestyle Relay Men	Aleksey Kudryavtsev, Dmitry Lepikov, Vladimir Pyshnenko, Yury Mukhin, Veniamin Tayanovich, Yevgeny Sadovyi	URS	Soviet Union	Gold	431.95
1992	Swimming	4x200m Freestyle Relay Men	Anders Holmertz, Lars Fr?lander, Tommy Werner, Christer Wallin	SWE	Sweden	Silver	435.51
1992	Swimming	4x200m Freestyle Relay Men	Joe Hudepohl, Douglas Gjertsen, Scott Jaffe, Daniel Jorgensen, Melvin Stewart, Jon Olsen	USA	United States of America	Bronze	436.23
1992	Swimming	50m Freestyle Men	Aleksandr Popov	URS	Soviet Union	Gold	21.91
1992	Swimming	50m Freestyle Men	Matt Biondi	USA	United States of America	Silver	22.09
1992	Swimming	50m Freestyle Men	Thomas Jager	USA	United States of America	Bronze	22.3
1992	Swimming	50m Freestyle Women	Wenyi Yang	CHN	China	Gold	24.79
1992	Swimming	50m Freestyle Women	Yong Zhuang	CHN	China	Silver	25.08
1992	Swimming	50m Freestyle Women	Angel Martino	USA	United States of America	Bronze	25.23
1992	Swimming	800m Freestyle Women	Janet Evans	USA	United States of America	Gold	505.52
1992	Swimming	800m Freestyle Women	Hayley Lewis	AUS	Australia	Silver	510.34
1992	Swimming	800m Freestyle Women	Jana Henke	GER	Germany	Bronze	510.99
1988	Athletics	10000m Men	Brahim Boutayeb	MAR	Morocco	Gold	1641.46
1988	Athletics	10000m Men	Salvatore Antibo	ITA	Italy	Silver	1643.55
1988	Athletics	10000m Men	Kipkemboi Kimeli	KEN	Kenya	Bronze	1645.16
1988	Athletics	10000m Women	Olga Bondarenko	URS	Soviet Union	Gold	1865.21
1988	Athletics	10000m Women	Elizabeth McColgan	GBR	Great Britain	Silver	1868.44
1988	Athletics	10000m Women	Yelena Zhupiyeva	URS	Soviet Union	Bronze	1879.82
1988	Athletics	100m Hurdles Women	Yordanka Donkova	BUL	Bulgaria	Gold	12.38
1988	Athletics	100m Hurdles Women	Gloria Siebert	GDR	German Democratic Republic	Silver	12.61
1988	Athletics	100m Hurdles Women	Claudia Zaczkiewicz	FRG	West Germany	Bronze	12.75
1988	Athletics	100m Men	Carl Lewis	USA	United States of America	Gold	9.92
1988	Athletics	100m Men	Linford Christie	GBR	Great Britain	Silver	9.97
1988	Athletics	100m Men	Calvin Smith	USA	United States of America	Bronze	9.99
1988	Athletics	100m Women	Florence Griffith-Joyner	USA	United States of America	Gold	10.54
1988	Athletics	100m Women	Evelyn Ashford	USA	United States of America	Silver	10.83
1988	Athletics	100m Women	Heike Drechsler	GDR	German Democratic Republic	Bronze	10.85
1988	Athletics	110m Hurdles Men	Roger Kingdom	USA	United States of America	Gold	12.98
1988	Athletics	110m Hurdles Men	Colin Jackson	GBR	Great Britain	Silver	13.28
1988	Athletics	110m Hurdles Men	Tonie Campbell	USA	United States of America	Bronze	13.38
1988	Athletics	1500m Men	Peter Rono	KEN	Kenya	Gold	215.96
1988	Athletics	1500m Men	Peter Elliott	GBR	Great Britain	Silver	216.15
1988	Athletics	1500m Men	Jens-Peter Herold	GDR	German Democratic Republic	Bronze	216.21
1988	Athletics	1500m Women	Paula Ivan	ROM	Romania	Gold	233.96
1988	Athletics	1500m Women	Laimute Baikauskaite	URS	Soviet Union	Silver	240.24
1988	Athletics	1500m Women	Tetyana Samolenko	URS	Soviet Union	Bronze	240.3
1988	Athletics	200m Men	Joe DeLoach	USA	United States of America	Gold	19.75
1988	Athletics	200m Men	Carl Lewis	USA	United States of America	Silver	19.79
1988	Athletics	200m Men	Robson da Silva	BRA	Brazil	Bronze	20.04
1988	Athletics	200m Women	Florence Griffith-Joyner	USA	United States of America	Gold	21.34
1988	Athletics	200m Women	Grace Jackson	JAM	Jamaica	Silver	21.72
1988	Athletics	200m Women	Heike Drechsler	GDR	German Democratic Republic	Bronze	21.95
1988	Athletics	20km Walk Men	Jozef Pribilinec	CZE	Czech Republic	Gold	4797
1988	Athletics	20km Walk Men	Ronald Weigel	GDR	German Democratic Republic	Silver	4800
1988	Athletics	20km Walk Men	Maurizio Damilano	ITA	Italy	Bronze	4814
1988	Athletics	3000m Steeplechase Men	Julius Kariuki	KEN	Kenya	Gold	485.51
1988	Athletics	3000m Steeplechase Men	Peter Koech	KEN	Kenya	Silver	486.79
1988	Athletics	3000m Steeplechase Men	Mark Rowland	GBR	Great Britain	Bronze	487.96
1988	Athletics	400m Hurdles Men	Andre Phillips	USA	United States of America	Gold	47.19
1988	Athletics	400m Hurdles Men	Amadou Dia B?	SEN	Senegal	Silver	47.23
1988	Athletics	400m Hurdles Men	Edwin Moses	USA	United States of America	Bronze	47.56
1988	Athletics	400m Hurdles Women	Debbie Flintoff-King	AUS	Australia	Gold	53.17
1988	Athletics	400m Hurdles Women	Tatyana Ledovskaya	URS	Soviet Union	Silver	53.18
1988	Athletics	400m Hurdles Women	Ellen Fiedler	GDR	German Democratic Republic	Bronze	53.63
1988	Athletics	400m Men	Steve Lewis	USA	United States of America	Gold	43.87
1988	Athletics	400m Men	Butch Reynolds	USA	United States of America	Silver	43.93
1988	Athletics	400m Men	Danny Everett	USA	United States of America	Bronze	44.09
1988	Athletics	400m Women	Olga Bryzgina	URS	Soviet Union	Gold	48.65
1988	Athletics	400m Women	Petra M?ller	GDR	German Democratic Republic	Silver	49.45
1988	Athletics	400m Women	Olga Nazarova	URS	Soviet Union	Bronze	49.9
1988	Athletics	4x100m Relay Men	Vitaly Savin, Vladimir Muravyov, Vladimir Krylov, Viktor Bryzgin	URS	Soviet Union	Gold	38.19
1988	Athletics	4x100m Relay Men	Elliott Bunney, Linford Christie, Mike McFarlane, John Regis	GBR	Great Britain	Silver	38.28
1988	Athletics	4x100m Relay Men	Daniel Sangouma, Gilles Qu?n?herv?, Max Morini?re, Bruno Marie-Rose	FRA	France	Bronze	38.4
1988	Athletics	4x100m Relay Women	Sheila Echols, Florence Griffith-Joyner, Alice Brown, Evelyn Ashford	USA	United States of America	Gold	41.98
1988	Athletics	4x100m Relay Women	Kerstin Behrendt, Marlies G?hr-Oelsner, Ingrid Lange-Auerswald, Silke M?ller-Gladisch	GDR	German Democratic Republic	Silver	42.09
1988	Athletics	4x100m Relay Women	Galina Malchugina, Lyudmila Kondratyeva, Natalya Pomoshchnikova, Marina Zhirova	URS	Soviet Union	Bronze	42.75
1988	Athletics	4x400m Relay Men	Steve Lewis, Kevin Robinzine, Butch Reynolds, Danny Everett	USA	United States of America	Gold	176.16
1988	Athletics	4x400m Relay Men	Winthrop Graham, Trevor Grahem, Bert Cameron, Howard Davis, Devon Morris	JAM	Jamaica	Silver	180.3
1988	Athletics	4x400m Relay Men	Ralf L?bke, Norbert Dobeleit, Edgar Itt, J?rg Vaihinger	FRG	West Germany	Bronze	180.56
1988	Athletics	4x400m Relay Women	Mariya Pinigina, Olga Nazarova, Tatyana Ledovskaya, Olga Bryzgina	URS	Soviet Union	Gold	195.17
1988	Athletics	4x400m Relay Women	Valerie Brisco-Hooks, Florence Griffith-Joyner, Denean Howard-Hill	USA	United States of America	Silver	195.51
1988	Athletics	4x400m Relay Women	Kirsten Emmelmann, Sabine Busch, Petra M?ller, Dagmar Neubauer-R?bsam	GDR	German Democratic Republic	Bronze	198.29
1988	Athletics	5000m Men	John Ngugi	KEN	Kenya	Gold	791.7
1988	Athletics	5000m Men	Dieter Baumann	FRG	West Germany	Silver	795.52
1988	Athletics	5000m Men	Hansj?rg Kunze	GDR	German Democratic Republic	Bronze	795.73
1988	Athletics	50km Walk Men	Vyacheslav Ivanenko	URS	Soviet Union	Gold	13109
1988	Athletics	50km Walk Men	Ronald Weigel	GDR	German Democratic Republic	Silver	13136
1988	Athletics	50km Walk Men	Hartwig Gauder	GDR	German Democratic Republic	Bronze	13185
1988	Athletics	800m Men	Paul Ereng	KEN	Kenya	Gold	103.45
1988	Athletics	800m Men	Joaquim Cruz	BRA	Brazil	Silver	103.9
1988	Athletics	800m Men	Sa?d Aouita	MAR	Morocco	Bronze	104.06
1988	Athletics	800m Women	Sigrun Wodars	GDR	German Democratic Republic	Gold	116.1
1988	Athletics	800m Women	Christine Wachtel	GDR	German Democratic Republic	Silver	116.64
1988	Athletics	800m Women	Kim Gallagher	USA	United States of America	Bronze	116.91
1988	Athletics	Marathon Men	Gelindo Bordin	ITA	Italy	Gold	7832
1988	Athletics	Marathon Men	Douglas Wakiihuri	KEN	Kenya	Silver	7847
1988	Athletics	Marathon Men	Ahmed Salah	DJI	Djibouti	Bronze	7859
1988	Athletics	Marathon Women	Rosa Mota	POR	Portugal	Gold	8740
1988	Athletics	Marathon Women	Lisa Martin	AUS	Australia	Silver	8753
1988	Athletics	Marathon Women	Kathrin D?rre	GDR	German Democratic Republic	Bronze	8781
1988	Canoeing	C1 1000m Canadian Singles Men	Ivans Klementjevs	URS	Soviet Union	Gold	252.78
1988	Canoeing	C1 1000m Canadian Singles Men	J?rg Schmidt	GDR	German Democratic Republic	Silver	255.83
1988	Canoeing	C1 1000m Canadian Singles Men	Nikolay Bukhalov	BUL	Bulgaria	Bronze	258.94
1988	Canoeing	C1 500m Canadian Singles Men	Olaf Heukrodt	GDR	German Democratic Republic	Gold	116.42
1988	Canoeing	C1 500m Canadian Singles Men	Mikhail Slivinsky	URS	Soviet Union	Silver	117.26
1988	Canoeing	C1 500m Canadian Singles Men	Martin Georgiev Marinov	BUL	Bulgaria	Bronze	117.27
1988	Canoeing	C2 1000m Canadian Pairs Men	Viktor Reneysky, Nikola? Juravschi	URS	Soviet Union	Gold	228.36
1988	Canoeing	C2 1000m Canadian Pairs Men	Ingo Spelly, Olaf Heukrodt	GDR	German Democratic Republic	Silver	231.44
1988	Canoeing	C2 1000m Canadian Pairs Men	Marek Dopierala, Marek Lbik	POL	Poland	Bronze	234.33
1988	Canoeing	C2 500m Canadian Pairs Men	Viktor Reneysky, Nikola? Juravschi	URS	Soviet Union	Gold	101.77
1988	Canoeing	C2 500m Canadian Pairs Men	Marek Lbik, Marek Dopierala	POL	Poland	Silver	103.61
1988	Canoeing	C2 500m Canadian Pairs Men	Jo?l Bettin, Philippe Renaud	FRA	France	Bronze	103.81
1988	Canoeing	K1 1000m Kayak Singles Men	Greg Barton	USA	United States of America	Gold	235.27
1988	Canoeing	K1 1000m Kayak Singles Men	Grant Davies	AUS	Australia	Silver	235.28
1988	Canoeing	K1 1000m Kayak Singles Men	Andr? Wohllebe	GDR	German Democratic Republic	Bronze	235.55
1988	Canoeing	K1 500m Kayak Singles Men	Zsolt Gyulai	HUN	Hungary	Gold	104.82
1988	Canoeing	K1 500m Kayak Singles Men	Andreas St?hle	GDR	German Democratic Republic	Silver	106.38
1988	Canoeing	K1 500m Kayak Singles Men	Paul MacDonald	NZL	New Zealand	Bronze	106.46
1988	Canoeing	K1 500m Kayak Singles Women	Vanja Gesheva-Tsvetkova	BUL	Bulgaria	Gold	115.19
1988	Canoeing	K1 500m Kayak Singles Women	Birgit Fischer	GDR	German Democratic Republic	Silver	115.31
1988	Canoeing	K1 500m Kayak Singles Women	Izabella Dylewska	POL	Poland	Bronze	117.38
1988	Canoeing	K2 1000m Kayak Pairs Men	Greg Barton, Norman Bellingham	USA	United States of America	Gold	212.42
1988	Canoeing	K2 1000m Kayak Pairs Men	Ian Ferguson, Paul MacDonald	NZL	New Zealand	Silver	212.71
1988	Canoeing	K2 1000m Kayak Pairs Men	Kelvin Graham, Peter Foster	AUS	Australia	Bronze	213.76
1988	Canoeing	K2 500m Kayak Pairs Men	Paul MacDonald, Ian Ferguson	NZL	New Zealand	Gold	93.98
1988	Canoeing	K2 500m Kayak Pairs Men	Viktor Denisov, Igor Nagayev	URS	Soviet Union	Silver	94.15
1988	Canoeing	K2 500m Kayak Pairs Men	Attila ?brah?m, Ferenc Csipes	HUN	Hungary	Bronze	94.32
1988	Canoeing	K2 500m Kayak Pairs Women	Birgit Fischer, Anke Nothnagel-Von Seck	GDR	German Democratic Republic	Gold	103.46
1988	Canoeing	K2 500m Kayak Pairs Women	Diana Paliyska, Vanja Gesheva-Tsvetkova	BUL	Bulgaria	Silver	104.06
1988	Canoeing	K2 500m Kayak Pairs Women	Annemarie Cox, Annemiek Derckx	NED	Netherlands	Bronze	106
1988	Canoeing	K4 1000m Kayak Fours Men	Zsolt Gyulai, S?ndor H?dosi, Ferenc Csipes, Attila ?brah?m	HUN	Hungary	Gold	180.2
1988	Canoeing	K4 1000m Kayak Fours Men	Viktor Denisov, Aleksandr Motuzenko, Igor Nagayev, Sergey Kirsanov	URS	Soviet Union	Silver	181.4
1988	Canoeing	K4 1000m Kayak Fours Men	Andr? Wohllebe, Andreas St?hle, Hans-J?rg Bliesener, Kay Bluhm	GDR	German Democratic Republic	Bronze	182.37
1988	Canoeing	K4 500m Kayak Fours Women	Birgit Fischer, Ramona Portwich, Heike Singer, Anke Nothnagel-Von Seck	GDR	German Democratic Republic	Gold	100.78
1988	Canoeing	K4 500m Kayak Fours Women	Rita K?b?n, Erika M?sz?ros, ?va Rakusz, Erika G?czi	HUN	Hungary	Silver	101.88
1988	Canoeing	K4 500m Kayak Fours Women	Vanja Gesheva-Tsvetkova, Borislava Ivanova, Diana Paliyska, Ognyana Petkova	BUL	Bulgaria	Bronze	102.63
1988	Rowing	Coxless Fours Men	Thomas Greiner, Ralf Brudel, Olaf F?rster, Roland Schr?der	GDR	German Democratic Republic	Gold	363.11
1988	Rowing	Coxless Fours Men	Raoul Rodriguez, Thomas Bohrer, Richard Kennelly, David Krmpotich	USA	United States of America	Silver	365.53
1988	Rowing	Coxless Fours Men	Norbert Ke?lau, Guido Grabow, Volker Grabow, J?rg Puttlitz	FRG	West Germany	Bronze	366.22
