 	  transaction 	 id 	 panelist 	 store 	 week 	 day 	 brand_choice 	 last 	 units 	 spend 	 inv 	 brand 	 choice 	 price 	 feature 	 display 	 educ 	 size 	 mret 	 fret 	 mwork 	 fwork 	 income 	 n1 	 n2 	 n3 	 n4 	 n5
72 36 	  21 14105031  1422 689 3 3 3  1  22.18  -0.507 	3 	1 	0.79 	1.00 	0.00 	7 	1 	0 	0 	0 	0 	5000 	0 	0 	3 	0 	0 	
73 37 	  22 14105064  1422 688 5 3 0  1  11.87  -0.700 	2 	0 	1.99 	0.00 	0.00 	4 	4 	0 	0 	0 	0 	11000 	0 	0 	0 	0 	0 	
74 37 	  22 14105064  1422 688 5 3 0  1  11.87  -0.700 	3 	1 	0.99 	1.00 	0.00 	4 	4 	0 	0 	0 	0 	11000 	0 	0 	0 	0 	0 	
75 38 	  24 14105411  1423 649 5 2 0  1  15.50  -0.461 	2 	1 	1.39 	1.00 	0.00 	5 	1 	0 	1 	0 	0 	30000 	0 	0 	0 	0 	0 	
76 38 	  24 14105411  1423 649 5 2 0  1  15.50  -0.461 	4 	0 	1.49 	0.00 	0.00 	5 	1 	0 	1 	0 	0 	30000 	0 	0 	0 	0 	0 	
77 39 	  25 14105734  1424 642 4 4 4  2  11.47  -1.425 	2 	0 	1.99 	0.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
78 39 	  25 14105734  1424 642 4 4 4  2  11.47  -1.425 	4 	1 	1.49 	1.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
79 40 	  25 14105734  1424 661 2 2 4  1  15.62  -0.145 	2 	1 	1.99 	0.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
80 40 	  25 14105734  1424 661 2 2 4  1  15.62  -0.145 	4 	0 	1.59 	0.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
81 41 	  25 14105734  1424 663 1 4 2  1  11.22   0.784 	2 	0 	1.99 	0.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
82 41 	  25 14105734  1424 663 1 4 2  1  11.22   0.784 	4 	1 	1.59 	0.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
83 42 	  25 14105734  1422 666 4 2 4  1  12.22   1.674 	2 	1 	1.49 	1.00 	1.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
84 42 	  25 14105734  1422 666 4 2 4  1  12.22   1.674 	3 	0 	1.01 	0.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
85 43 	  25 14105734  1424 669 1 4 2  1  16.45   1.591 	2 	0 	1.39 	1.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
86 43 	  25 14105734  1424 669 1 4 2  1  16.45   1.591 	4 	1 	1.59 	0.00 	0.00 	7 	2 	0 	0 	1 	1 	75000 	0 	0 	0 	1 	0 	
87 44 	  26 14105759  1423 641 2 2 2  1  98.55  -0.383 	2 	1 	1.99 	1.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
88 44 	  26 14105759  1423 641 2 2 2  1  98.55  -0.383 	4 	0 	1.69 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
89 45 	  26 14105759  1423 645 2 2 2  1 134.64   0.156 	2 	1 	1.99 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
90 45 	  26 14105759  1423 645 2 2 2  1 134.64   0.156 	4 	0 	1.69 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
91 46 	  26 14105759  1423 648 2 2 2  1 107.13   0.810 	2 	1 	1.89 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
92 46 	  26 14105759  1423 648 2 2 2  1 107.13   0.810 	4 	0 	0.88 	1.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
93 47 	  26 14105759  1423 659 2 2 2  1 134.77   0.540 	2 	1 	1.99 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
94 47 	  26 14105759  1423 659 2 2 2  1 134.77   0.540 	4 	0 	1.59 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
95 48 	  26 14105759  1423 668 4 2 2  1  57.06   0.469 	2 	1 	1.99 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
96 48 	  26 14105759  1423 668 4 2 2  1  57.06   0.469 	4 	0 	1.27 	0.45 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
97 49 	  26 14105759  1423 691 2 2 2  1 129.82  -1.152 	2 	1 	1.99 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
98 49 	  26 14105759  1423 691 2 2 2  1 129.82  -1.152 	4 	0 	1.59 	0.00 	0.00 	7 	3 	0 	0 	1 	1 	75000 	0 	3 	0 	0 	0 	
99 50 	  28 14106104  1422 672 6 3 0  1  26.69  -1.257 	2 	0 	1.89 	0.00 	0.00 	2 	1 	0 	0 	0 	0 	5000 	0 	0 	0 	0 	0 	
100 50 	  28 14106104  1422 672 6 3 0  1  26.69  -1.257 	3 	1 	1.40 	0.00 	0.95 	2 	1 	0 	0 	0 	0 	5000 	0 	0 	0 	0 	0 	
101 51 	  28 14106104  1422 675 7 3 3  1   7.26  -0.348 	2 	0 	1.59 	1.00 	1.00 	2 	1 	0 	0 	0 	0 	5000 	0 	0 	0 	0 	0 	
102 51 	  28 14106104  1422 675 7 3 3  1   7.26  -0.348 	3 	1 	1.49 	0.00 	0.96 	2 	1 	0 	0 	0 	0 	5000 	0 	0 	0 	0 	0 	
103 52 	  28 14106104  1422 679 5 3 3  1  11.82   0.545 	2 	0 	0.99 	1.00 	0.00 	2 	1 	0 	0 	0 	0 	5000 	0 	0 	0 	0 	0 	
